skill_id	skill_name	skill_icon	skill_link	chronicle
3922	Augment Option - Resistance to Holy	skill4416_dwarf	https://mw2.wiki/skill/3922-augment-option-resistance-to-holy/1/eternal	eternal
3923	Augment Option - Dark Resistance	skill4416_dwarf	https://mw2.wiki/skill/3923-augment-option-dark-resistance/1/eternal	eternal
3924	Augment Option - Fire Resistance	skill4416_dwarf	https://mw2.wiki/skill/3924-augment-option-fire-resistance/1/eternal	eternal
3925	Augment Option - Water Resistance	skill4416_dwarf	https://mw2.wiki/skill/3925-augment-option-water-resistance/1/eternal	eternal
3926	Augment Option - Wind Resistance	skill4416_dwarf	https://mw2.wiki/skill/3926-augment-option-wind-resistance/1/eternal	eternal
3927	Augment Option - Earth Resistance	skill4416_dwarf	https://mw2.wiki/skill/3927-augment-option-earth-resistance/1/eternal	eternal
3928	Augment Option - Holy Attack	skill4416_dwarf	https://mw2.wiki/skill/3928-augment-option-holy-attack/1/eternal	eternal
3929	Augment Option - Dark Attack	skill4416_dwarf	https://mw2.wiki/skill/3929-augment-option-dark-attack/1/eternal	eternal
3930	Augment Option - Fire Attack	skill4416_dwarf	https://mw2.wiki/skill/3930-augment-option-fire-attack/1/eternal	eternal
3931	Augment Option - Water Attack	skill4416_dwarf	https://mw2.wiki/skill/3931-augment-option-water-attack/1/eternal	eternal
3932	Augment Option - Wind Attack	skill4416_dwarf	https://mw2.wiki/skill/3932-augment-option-wind-attack/1/eternal	eternal
3933	Augment Option - Earth Attack	skill4416_dwarf	https://mw2.wiki/skill/3933-augment-option-earth-attack/1/eternal	eternal
3934	Augment Option - Resistance to Holy	skill4416_dwarf	https://mw2.wiki/skill/3934-augment-option-resistance-to-holy/1/eternal	eternal
3935	Augment Option - Dark Resistance	skill4416_dwarf	https://mw2.wiki/skill/3935-augment-option-dark-resistance/1/eternal	eternal
3936	Augment Option - Fire Resistance	skill4416_dwarf	https://mw2.wiki/skill/3936-augment-option-fire-resistance/1/eternal	eternal
3937	Augment Option - Water Resistance	skill4416_dwarf	https://mw2.wiki/skill/3937-augment-option-water-resistance/1/eternal	eternal
3938	Augment Option - Wind Resistance	skill4416_dwarf	https://mw2.wiki/skill/3938-augment-option-wind-resistance/1/eternal	eternal
3939	Augment Option - Earth Resistance	skill4416_dwarf	https://mw2.wiki/skill/3939-augment-option-earth-resistance/1/eternal	eternal
3940	Necklace Augment - Holy Attack	skill4416_dwarf	https://mw2.wiki/skill/3940-necklace-augment-holy-attack/1/eternal	eternal
3941	Necklace Augment - Dark Attack	skill4416_dwarf	https://mw2.wiki/skill/3941-necklace-augment-dark-attack/1/eternal	eternal
3942	Necklace Augment - Fire Attack	skill4416_dwarf	https://mw2.wiki/skill/3942-necklace-augment-fire-attack/1/eternal	eternal
3943	Necklace Augment - Water Attack	skill4416_dwarf	https://mw2.wiki/skill/3943-necklace-augment-water-attack/1/eternal	eternal
3944	Necklace Augment - Wind Attack	skill4416_dwarf	https://mw2.wiki/skill/3944-necklace-augment-wind-attack/1/eternal	eternal
3945	Necklace Augment - Earth Attack	skill4416_dwarf	https://mw2.wiki/skill/3945-necklace-augment-earth-attack/1/eternal	eternal
3946	Necklace Augment - Holy Resistance	skill4416_dwarf	https://mw2.wiki/skill/3946-necklace-augment-holy-resistance/1/eternal	eternal
3947	Necklace Augment - Dark Resistance	skill4416_dwarf	https://mw2.wiki/skill/3947-necklace-augment-dark-resistance/1/eternal	eternal
3948	Necklace Augment - Fire Resistance	skill4416_dwarf	https://mw2.wiki/skill/3948-necklace-augment-fire-resistance/1/eternal	eternal
3949	Necklace Augment - Water Resistance	skill4416_dwarf	https://mw2.wiki/skill/3949-necklace-augment-water-resistance/1/eternal	eternal
3950	Necklace Augment - Wind Resistance	skill4416_dwarf	https://mw2.wiki/skill/3950-necklace-augment-wind-resistance/1/eternal	eternal
3951	Necklace Augment - Earth Resistance	skill4416_dwarf	https://mw2.wiki/skill/3951-necklace-augment-earth-resistance/1/eternal	eternal
3952	Augment Option - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3952-augment-option-stun-resistance/1/eternal	eternal
3953	Augment Option - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3953-augment-option-bleed-resistance/1/eternal	eternal
3954	Augment Option - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3954-augment-option-poison-resistance/1/eternal	eternal
3955	Augment Option - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3955-augment-option-sleep-resistance/1/eternal	eternal
3956	Augment Option - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3956-augment-option-paralyze-resistance/1/eternal	eternal
3957	Augment Option - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3957-augment-option-mental-attack-resistance/1/eternal	eternal
3958	Augment Option - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3958-augment-option-stun-resistance/1/eternal	eternal
3959	Augment Option - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3959-augment-option-bleed-resistance/1/eternal	eternal
3960	Augment Option - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3960-augment-option-poison-resistance/1/eternal	eternal
3961	Augment Option - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3961-augment-option-sleep-resistance/1/eternal	eternal
3962	Augment Option - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3962-augment-option-paralyze-resistance/1/eternal	eternal
3963	Augment Option - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3963-augment-option-mental-attack-resistance/1/eternal	eternal
3964	Augment Option - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3964-augment-option-stun-resistance/1/eternal	eternal
3965	Augment Option - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3965-augment-option-bleed-resistance/1/eternal	eternal
3966	Augment Option - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3966-augment-option-poison-resistance/1/eternal	eternal
3967	Augment Option - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3967-augment-option-sleep-resistance/1/eternal	eternal
3968	Augment Option - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3968-augment-option-paralyze-resistance/1/eternal	eternal
3969	Augment Option - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3969-augment-option-mental-attack-resistance/1/eternal	eternal
3970	Augment Option - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3970-augment-option-stun-resistance/1/eternal	eternal
3971	Augment Option - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3971-augment-option-bleed-resistance/1/eternal	eternal
3972	Augment Option - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3972-augment-option-poison-resistance/1/eternal	eternal
3973	Augment Option - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3973-augment-option-sleep-resistance/1/eternal	eternal
3974	Augment Option - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3974-augment-option-paralyze-resistance/1/eternal	eternal
3975	Augment Option - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3975-augment-option-mental-attack-resistance/1/eternal	eternal
3976	Augment Option - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3976-augment-option-stun-resistance/1/eternal	eternal
3977	Augment Option - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3977-augment-option-bleed-resistance/1/eternal	eternal
3978	Augment Option - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3978-augment-option-poison-resistance/1/eternal	eternal
3979	Augment Option - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3979-augment-option-sleep-resistance/1/eternal	eternal
3980	Augment Option - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3980-augment-option-paralyze-resistance/1/eternal	eternal
3981	Augment Option - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3981-augment-option-mental-attack-resistance/1/eternal	eternal
3982	Augment Option - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3982-augment-option-stun-resistance/1/eternal	eternal
3983	Augment Option - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3983-augment-option-bleed-resistance/1/eternal	eternal
3984	Augment Option - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3984-augment-option-poison-resistance/1/eternal	eternal
3985	Augment Option - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3985-augment-option-sleep-resistance/1/eternal	eternal
3986	Augment Option - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3986-augment-option-paralyze-resistance/1/eternal	eternal
3987	Augment Option - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3987-augment-option-mental-attack-resistance/1/eternal	eternal
3988	Necklace Augment - Stun Chance	skill4416_dwarf	https://mw2.wiki/skill/3988-necklace-augment-stun-chance/1/eternal	eternal
3989	Necklace Augment - Bleed Chance	skill4416_dwarf	https://mw2.wiki/skill/3989-necklace-augment-bleed-chance/1/eternal	eternal
3990	Necklace Augment - Poison Chance	skill4416_dwarf	https://mw2.wiki/skill/3990-necklace-augment-poison-chance/1/eternal	eternal
3991	Necklace Augment - Sleep Chance	skill4416_dwarf	https://mw2.wiki/skill/3991-necklace-augment-sleep-chance/1/eternal	eternal
3992	Necklace Augment - Paralyze Chance	skill4416_dwarf	https://mw2.wiki/skill/3992-necklace-augment-paralyze-chance/1/eternal	eternal
3993	Necklace Augment - Mental Attack Chance	skill4416_dwarf	https://mw2.wiki/skill/3993-necklace-augment-mental-attack-chance/1/eternal	eternal
3994	Necklace Augment - Stun Resistance	skill4416_dwarf	https://mw2.wiki/skill/3994-necklace-augment-stun-resistance/1/eternal	eternal
3995	Necklace Augment - Bleed Resistance	skill4416_dwarf	https://mw2.wiki/skill/3995-necklace-augment-bleed-resistance/1/eternal	eternal
3996	Necklace Augment - Poison Resistance	skill4416_dwarf	https://mw2.wiki/skill/3996-necklace-augment-poison-resistance/1/eternal	eternal
3997	Necklace Augment - Sleep Resistance	skill4416_dwarf	https://mw2.wiki/skill/3997-necklace-augment-sleep-resistance/1/eternal	eternal
3998	Necklace Augment - Paralyze Resistance	skill4416_dwarf	https://mw2.wiki/skill/3998-necklace-augment-paralyze-resistance/1/eternal	eternal
3999	Necklace Augment - Mental Attack Resistance	skill4416_dwarf	https://mw2.wiki/skill/3999-necklace-augment-mental-attack-resistance/1/eternal	eternal
4001	Gust	skill0000	https://mw2.wiki/skill/4001-gust/1/eternal	eternal
4002	Blood Siphon	skill0000	https://mw2.wiki/skill/4002-blood-siphon/1/eternal	eternal
4003	Golem Body	skill0000	https://mw2.wiki/skill/4003-golem-body/1/eternal	eternal
4004	Fragile Skull	skill0000	https://mw2.wiki/skill/4004-fragile-skull/1/eternal	eternal
4005	Floating Target	skill0000	https://mw2.wiki/skill/4005-floating-target/1/eternal	eternal
4006	Burning Wood	skill0000	https://mw2.wiki/skill/4006-burning-wood/1/eternal	eternal
4007	Immortal Life	skill0000	https://mw2.wiki/skill/4007-immortal-life/1/eternal	eternal
4008	Insect Skin	skill0000	https://mw2.wiki/skill/4008-insect-skin/1/eternal	eternal
4009	Fire Resistance	skill4009	https://mw2.wiki/skill/4009-fire-resistance/1/eternal	eternal
4010	Water Resistance	skill4010	https://mw2.wiki/skill/4010-water-resistance/1/eternal	eternal
4011	Wind Resistance	skill4011	https://mw2.wiki/skill/4011-wind-resistance/1/eternal	eternal
4012	Earth Resistance	skill4012	https://mw2.wiki/skill/4012-earth-resistance/1/eternal	eternal
4013	Fire Resistance, Water Vulnerability	skill0000	https://mw2.wiki/skill/4013-fire-resistance-water-vulnerability/1/eternal	eternal
4014	Water Resistance, Fire Vulnerability	skill0000	https://mw2.wiki/skill/4014-water-resistance-fire-vulnerability/1/eternal	eternal
4015	Wind Resistance, Earth Vulnerability	skill0000	https://mw2.wiki/skill/4015-wind-resistance-earth-vulnerability/1/eternal	eternal
4016	Earth Resistance, Wind Vulnerability	skill0000	https://mw2.wiki/skill/4016-earth-resistance-wind-vulnerability/1/eternal	eternal
4017	Queen Ant's Blow	skill0000	https://mw2.wiki/skill/4017-queen-ants-blow/1/eternal	eternal
4018	Decrease Speed	skill4018	https://mw2.wiki/skill/4018-decrease-speed/1/eternal	eternal
4019	Decrease Speed	skill4019	https://mw2.wiki/skill/4019-decrease-speed/1/eternal	eternal
4020	Nurse Ant Heal	skill0000	https://mw2.wiki/skill/4020-nurse-ant-heal/1/eternal	eternal
4021	Queen Ant	skillboss	https://mw2.wiki/skill/4021-queen-ant/1/eternal	eternal
4022	Body of Nurse Ant	skill0000	https://mw2.wiki/skill/4022-body-of-nurse-ant/1/eternal	eternal
4023	Body of Royal Guard Ant	skill0000	https://mw2.wiki/skill/4023-body-of-royal-guard-ant/1/eternal	eternal
4024	Nurse Ant Heal	skill0000	https://mw2.wiki/skill/4024-nurse-ant-heal/1/eternal	eternal
4025	Master Recharge	skill0000	https://mw2.wiki/skill/4025-master-recharge/1/eternal	eternal
4026	Gludio Flame	skill0000	https://mw2.wiki/skill/4026-gludio-flame/1/eternal	eternal
4027	Gludio Heal	skill0000	https://mw2.wiki/skill/4027-gludio-heal/1/eternal	eternal
4028	Might	skill4028	https://mw2.wiki/skill/4028-might/1/eternal	eternal
4029	Shield	skill1040	https://mw2.wiki/skill/4029-shield/1/eternal	eternal
4030	Might	skill4028	https://mw2.wiki/skill/4030-might/1/eternal	eternal
4031	Might	skill4031	https://mw2.wiki/skill/4031-might/1/eternal	eternal
4032	Power Strike	skill0000	https://mw2.wiki/skill/4032-power-strike/1/eternal	eternal
4033	Aura Burn	skill0000	https://mw2.wiki/skill/4033-aura-burn/1/eternal	eternal
4034	Ice Bolt	skill1184	https://mw2.wiki/skill/4034-ice-bolt/1/eternal	eternal
4035	Poison	skill4035	https://mw2.wiki/skill/4035-poison/1/eternal	eternal
4036	Poison	skill4036	https://mw2.wiki/skill/4036-poison/1/eternal	eternal
4037	Weakness	skill4037	https://mw2.wiki/skill/4037-weakness/1/eternal	eternal
4038	Shackle	skill4038	https://mw2.wiki/skill/4038-shackle/1/eternal	eternal
4039	Mana Drain	skill0000	https://mw2.wiki/skill/4039-mana-drain/1/eternal	eternal
4040	Power Shot	skill0000	https://mw2.wiki/skill/4040-power-shot/1/eternal	eternal
4041	Cruma Blaze	skill0000	https://mw2.wiki/skill/4041-cruma-blaze/1/eternal	eternal
4042	Nurka Blaze	skill0000	https://mw2.wiki/skill/4042-nurka-blaze/1/eternal	eternal
4043	Partisan Flame	skill0000	https://mw2.wiki/skill/4043-partisan-flame/1/eternal	eternal
4044	Partisan Heal	skill0000	https://mw2.wiki/skill/4044-partisan-heal/1/eternal	eternal
4045	Resist Full Magic Attack	skill0000	https://mw2.wiki/skill/4045-resist-full-magic-attack/1/eternal	eternal
4046	Sleep	skill4046	https://mw2.wiki/skill/4046-sleep/1/eternal	eternal
4047	Hold	skill4047	https://mw2.wiki/skill/4047-hold/1/eternal	eternal
4048	Dash	skill0000	https://mw2.wiki/skill/4048-dash/1/eternal	eternal
4049	Cubic Strike	skill0000	https://mw2.wiki/skill/4049-cubic-strike/1/eternal	eternal
4050	Cubic Drain	skill0000	https://mw2.wiki/skill/4050-cubic-drain/1/eternal	eternal
4051	Cubic Heal	skill0000	https://mw2.wiki/skill/4051-cubic-heal/1/eternal	eternal
4052	Cubic Poison	skill1168	https://mw2.wiki/skill/4052-cubic-poison/1/eternal	eternal
4053	Cubic Weakness	skill1164	https://mw2.wiki/skill/4053-cubic-weakness/1/eternal	eternal
4054	Cubic Hex	skill0122	https://mw2.wiki/skill/4054-cubic-hex/1/eternal	eternal
4055	Cubic Shackle	skill1206	https://mw2.wiki/skill/4055-cubic-shackle/1/eternal	eternal
4056	Immortal Attack	skill0000	https://mw2.wiki/skill/4056-immortal-attack/1/eternal	eternal
4057	Insect Vulnerability	skill0000	https://mw2.wiki/skill/4057-insect-vulnerability/1/eternal	eternal
4058	Animal Vulnerability	skill0000	https://mw2.wiki/skill/4058-animal-vulnerability/1/eternal	eternal
4059	Plant Vulnerability	skill0000	https://mw2.wiki/skill/4059-plant-vulnerability/1/eternal	eternal
4060	Beast Vulnerability	skill0000	https://mw2.wiki/skill/4060-beast-vulnerability/1/eternal	eternal
4061	Dragon Vulnerability	skill0000	https://mw2.wiki/skill/4061-dragon-vulnerability/1/eternal	eternal
4062	Orfen	skillboss	https://mw2.wiki/skill/4062-orfen/1/eternal	eternal
4063	Paralysis	skill1170	https://mw2.wiki/skill/4063-paralysis/1/eternal	eternal
4064	Paralysis	skill1170	https://mw2.wiki/skill/4064-paralysis/1/eternal	eternal
4065	Heal	skill0000	https://mw2.wiki/skill/4065-heal/1/eternal	eternal
4066	Twister	skill0000	https://mw2.wiki/skill/4066-twister/1/eternal	eternal
4067	Blow	skill0000	https://mw2.wiki/skill/4067-blow/1/eternal	eternal
4068	Mechanical Cannon	skill0000	https://mw2.wiki/skill/4068-mechanical-cannon/1/eternal	eternal
4069	Curve Beam	skill0000	https://mw2.wiki/skill/4069-curve-beam/1/eternal	eternal
4070	Decrease Atk. Spd.	skill1206	https://mw2.wiki/skill/4070-decrease-atk-spd/1/eternal	eternal
4071	Bow/Crossbow Resistance	skill4071	https://mw2.wiki/skill/4071-bowcrossbow-resistance/1/eternal	eternal
4072	Stun	skill0100	https://mw2.wiki/skill/4072-stun/1/eternal	eternal
4073	Stun	skill0100	https://mw2.wiki/skill/4073-stun/1/eternal	eternal
4074	Haste	skill1086	https://mw2.wiki/skill/4074-haste/1/eternal	eternal
4075	Stun	skill0092	https://mw2.wiki/skill/4075-stun/1/eternal	eternal
4076	Decrease Speed	skill1160	https://mw2.wiki/skill/4076-decrease-speed/1/eternal	eternal
4077	Aura Burn	skill0000	https://mw2.wiki/skill/4077-aura-burn/1/eternal	eternal
4078	Flame Strike	skill0000	https://mw2.wiki/skill/4078-flame-strike/1/eternal	eternal
4079	Siege Hammer	skill0000	https://mw2.wiki/skill/4079-siege-hammer/1/eternal	eternal
4080	Dark Heal	skill0000	https://mw2.wiki/skill/4080-dark-heal/1/eternal	eternal
4081	Pretending to steal	skill0000	https://mw2.wiki/skill/4081-pretending-to-steal/1/eternal	eternal
4082	Poison of Death	skill4082	https://mw2.wiki/skill/4082-poison-of-death/1/eternal	eternal
4083	Kalis' Poison	skill0000	https://mw2.wiki/skill/4083-kalis-poison/1/eternal	eternal
4084	Physical Attack Resistance	skill4084	https://mw2.wiki/skill/4084-physical-attack-resistance/1/eternal	eternal
4085	Critical Damage	skill4085	https://mw2.wiki/skill/4085-critical-damage/1/eternal	eternal
4086	Critical Chance	skill4086	https://mw2.wiki/skill/4086-critical-chance/1/eternal	eternal
4087	Blaze	skill0000	https://mw2.wiki/skill/4087-blaze/1/eternal	eternal
4088	Bleed	skill0096	https://mw2.wiki/skill/4088-bleed/1/eternal	eternal
4089	Spirit Bear	skill0076	https://mw2.wiki/skill/4089-spirit-bear/1/eternal	eternal
4090	Spirit Wolf	skill0083	https://mw2.wiki/skill/4090-spirit-wolf/1/eternal	eternal
4091	Spirit Ogre	skill0109	https://mw2.wiki/skill/4091-spirit-ogre/1/eternal	eternal
4092	Spirit Puma	skill0282	https://mw2.wiki/skill/4092-spirit-puma/1/eternal	eternal
4093	Evasion	skill4093	https://mw2.wiki/skill/4093-evasion/1/eternal	eternal
4094	Cancellation	skill0000	https://mw2.wiki/skill/4094-cancellation/1/eternal	eternal
4095	Damage Shield	skill4095	https://mw2.wiki/skill/4095-damage-shield/1/eternal	eternal
4096	Hawk Eye	skill0131	https://mw2.wiki/skill/4096-hawk-eye/1/eternal	eternal
4097	Chant of Life	skill1229	https://mw2.wiki/skill/4097-chant-of-life/1/eternal	eternal
4098	Silence	skill1064	https://mw2.wiki/skill/4098-silence/1/eternal	eternal
4099	Berserker Spirit	skill1062	https://mw2.wiki/skill/4099-berserker-spirit/1/eternal	eternal
4100	Prominence	skill0000	https://mw2.wiki/skill/4100-prominence/1/eternal	eternal
4101	Spinning Slasher	skill0000	https://mw2.wiki/skill/4101-spinning-slasher/1/eternal	eternal
4102	Surrender to Fire	skill4279_new	https://mw2.wiki/skill/4102-surrender-to-fire/1/eternal	eternal
4103	Ultimate Evasion	skill0000	https://mw2.wiki/skill/4103-ultimate-evasion/1/eternal	eternal
4104	Chill Flame	skill1100	https://mw2.wiki/skill/4104-chill-flame/1/eternal	eternal
4105	Beam Cannon	skill0000	https://mw2.wiki/skill/4105-beam-cannon/1/eternal	eternal
4106	Antharas Jumping Slam	skill4106	https://mw2.wiki/skill/4106-antharas-jumping-slam/1/eternal	eternal
4107	Antharas Tail Swing	skill4107	https://mw2.wiki/skill/4107-antharas-tail-swing/1/eternal	eternal
4108	Antharas Fear	skill4108	https://mw2.wiki/skill/4108-antharas-fear/1/eternal	eternal
4109	Curse of Antharas	skill4109	https://mw2.wiki/skill/4109-curse-of-antharas/1/eternal	eternal
4110	Antharas Earthquake	skill0000	https://mw2.wiki/skill/4110-antharas-earthquake/1/eternal	eternal
4111	Antharas Dragon Breath	skill4111	https://mw2.wiki/skill/4111-antharas-dragon-breath/1/eternal	eternal
4112	Antharas Smash	skill0000	https://mw2.wiki/skill/4112-antharas-smash/1/eternal	eternal
4113	Antharas Smash	skill0000	https://mw2.wiki/skill/4113-antharas-smash/1/eternal	eternal
4114	Aden Flame	skill0000	https://mw2.wiki/skill/4114-aden-flame/1/eternal	eternal
4115	Aden Heal	skill0000	https://mw2.wiki/skill/4115-aden-heal/1/eternal	eternal
4116	Magic Attack Resistance	skill4116_new	https://mw2.wiki/skill/4116-magic-attack-resistance/1/eternal	eternal
4117	Paralysis	skill1170	https://mw2.wiki/skill/4117-paralysis/1/eternal	eternal
4118	Paralysis	skill1170	https://mw2.wiki/skill/4118-paralysis/1/eternal	eternal
4119	Decrease Accuracy	skill1222	https://mw2.wiki/skill/4119-decrease-accuracy/1/eternal	eternal
4120	Stun	skill0101	https://mw2.wiki/skill/4120-stun/1/eternal	eternal
4121	Summoned Monster Magic Protection	skill0000	https://mw2.wiki/skill/4121-summoned-monster-magic-protection/1/eternal	eternal
4122	Antharas	skillboss	https://mw2.wiki/skill/4122-antharas/1/eternal	eternal
4123	Hostile Feeling	skill0000	https://mw2.wiki/skill/4123-hostile-feeling/1/eternal	eternal
4124	Spear Attack	skill0000	https://mw2.wiki/skill/4124-spear-attack/1/eternal	eternal
4125	Antharas Recovery	skill1044	https://mw2.wiki/skill/4125-antharas-recovery/1/eternal	eternal
4126	Reduce Delay	skill0164	https://mw2.wiki/skill/4126-reduce-delay/1/eternal	eternal
4127	Baium Attack	skill0000	https://mw2.wiki/skill/4127-baium-attack/1/eternal	eternal
4128	Wind Of Force	skill0000	https://mw2.wiki/skill/4128-wind-of-force/1/eternal	eternal
4129	Earthquake	skill0000	https://mw2.wiki/skill/4129-earthquake/1/eternal	eternal
4130	Lightning	skill0000	https://mw2.wiki/skill/4130-lightning/1/eternal	eternal
4131	Baium Paralysis	skill1170	https://mw2.wiki/skill/4131-baium-paralysis/1/eternal	eternal
4132	Spear Attack	skill0000	https://mw2.wiki/skill/4132-spear-attack/1/eternal	eternal
4133	Heal	skill0000	https://mw2.wiki/skill/4133-heal/1/eternal	eternal
4134	Seal	skill0000	https://mw2.wiki/skill/4134-seal/1/eternal	eternal
4135	Baium Heal	skill0000	https://mw2.wiki/skill/4135-baium-heal/1/eternal	eternal
4136	Baium's Gift	skill0000	https://mw2.wiki/skill/4136-baiums-gift/1/eternal	eternal
4137	Hydro Screw	skill0000	https://mw2.wiki/skill/4137-hydro-screw/1/eternal	eternal
4138	Corpse Burst	skill0000	https://mw2.wiki/skill/4138-corpse-burst/1/eternal	eternal
4139	Boom Attack	skill0000	https://mw2.wiki/skill/4139-boom-attack/1/eternal	eternal
4140	Contract Payment	skill1100	https://mw2.wiki/skill/4140-contract-payment/1/eternal	eternal
4141	Wind Fist	skill0000	https://mw2.wiki/skill/4141-wind-fist/1/eternal	eternal
4142	Fast Wind Fist	skill0000	https://mw2.wiki/skill/4142-fast-wind-fist/1/eternal	eternal
4143	Bomb	skill0000	https://mw2.wiki/skill/4143-bomb/1/eternal	eternal
4144	Mimic Attack	skill0000	https://mw2.wiki/skill/4144-mimic-attack/1/eternal	eternal
4145	Decrease P. Atk.	skill4037	https://mw2.wiki/skill/4145-decrease-p-atk/1/eternal	eternal
4146	Decrease P. Def.	skill0122	https://mw2.wiki/skill/4146-decrease-p-def/1/eternal	eternal
4147	Dispel	skill0000	https://mw2.wiki/skill/4147-dispel/1/eternal	eternal
4148	Poison	skill4036	https://mw2.wiki/skill/4148-poison/1/eternal	eternal
4149	Bleed	skill0096	https://mw2.wiki/skill/4149-bleed/1/eternal	eternal
4150	Flame	skill1100	https://mw2.wiki/skill/4150-flame/1/eternal	eternal
4151	Wind Strike	skill0000	https://mw2.wiki/skill/4151-wind-strike/1/eternal	eternal
4152	Drain Energy	skill0000	https://mw2.wiki/skill/4152-drain-energy/1/eternal	eternal
4153	Decrease Speed	skill1184	https://mw2.wiki/skill/4153-decrease-speed/1/eternal	eternal
4154	Mana Burn	skill0000	https://mw2.wiki/skill/4154-mana-burn/1/eternal	eternal
4155	Twister	skill0000	https://mw2.wiki/skill/4155-twister/1/eternal	eternal
4156	Beam Cannon	skill0000	https://mw2.wiki/skill/4156-beam-cannon/1/eternal	eternal
4157	Blaze	skill0000	https://mw2.wiki/skill/4157-blaze/1/eternal	eternal
4158	Prominence	skill0000	https://mw2.wiki/skill/4158-prominence/1/eternal	eternal
4159	Beam Cannon	skill0000	https://mw2.wiki/skill/4159-beam-cannon/1/eternal	eternal
4160	Aura Burn	skill0000	https://mw2.wiki/skill/4160-aura-burn/1/eternal	eternal
4161	Summon	skill0000	https://mw2.wiki/skill/4161-summon/1/eternal	eternal
4162	Decrease Atk. Spd.	skill1206	https://mw2.wiki/skill/4162-decrease-atk-spd/1/eternal	eternal
4163	Damage Shield	skill0000	https://mw2.wiki/skill/4163-damage-shield/1/eternal	eternal
4164	Paralysis	skill1170	https://mw2.wiki/skill/4164-paralysis/1/eternal	eternal
4165	Icy Air	skill1183	https://mw2.wiki/skill/4165-icy-air/1/eternal	eternal
4166	Stun	skill0279	https://mw2.wiki/skill/4166-stun/1/eternal	eternal
4167	Curse of Fairy Mimyu	skill1206	https://mw2.wiki/skill/4167-curse-of-fairy-mimyu/1/eternal	eternal
4168	Power Strike	skill0000	https://mw2.wiki/skill/4168-power-strike/1/eternal	eternal
4169	Stun	skill0100	https://mw2.wiki/skill/4169-stun/1/eternal	eternal
4170	Mortal Blow	skill0000	https://mw2.wiki/skill/4170-mortal-blow/1/eternal	eternal
4171	Spinning Slasher	skill0000	https://mw2.wiki/skill/4171-spinning-slasher/1/eternal	eternal
4172	Stun	skill0100	https://mw2.wiki/skill/4172-stun/1/eternal	eternal
4173	Might	skill1068	https://mw2.wiki/skill/4173-might/1/eternal	eternal
4174	Shield	skill1040	https://mw2.wiki/skill/4174-shield/1/eternal	eternal
4175	Haste	skill1086	https://mw2.wiki/skill/4175-haste/1/eternal	eternal
4176	Reflect Damage	skill0086	https://mw2.wiki/skill/4176-reflect-damage/1/eternal	eternal
4177	Cancellation	skill0000	https://mw2.wiki/skill/4177-cancellation/1/eternal	eternal
4178	Flame Strike	skill0000	https://mw2.wiki/skill/4178-flame-strike/1/eternal	eternal
4179	Power Strike	skill0000	https://mw2.wiki/skill/4179-power-strike/1/eternal	eternal
4180	Stun	skill0100	https://mw2.wiki/skill/4180-stun/1/eternal	eternal
4181	Mortal Blow	skill0000	https://mw2.wiki/skill/4181-mortal-blow/1/eternal	eternal
4182	Poison	skill1168	https://mw2.wiki/skill/4182-poison/1/eternal	eternal
