id	name	icon	grade	link	chronicle
5195	Rope of Magic (A-Grade)	etc_braided_hemp_i00	None	https://mw2.wiki/item/5195-rope-of-magic-a-grade/eternal	eternal
5196	Rope of Magic (S-Grade)	etc_braided_hemp_i00	None	https://mw2.wiki/item/5196-rope-of-magic-s-grade/eternal	eternal
5197	Chest Key - Grade 8	etc_key_i00	None	https://mw2.wiki/item/5197-chest-key-grade-8/eternal	eternal
5198	Chest Key - Grade 7	etc_key_i00	None	https://mw2.wiki/item/5198-chest-key-grade-7/eternal	eternal
5199	Chest Key - Grade 6	etc_key_i00	None	https://mw2.wiki/item/5199-chest-key-grade-6/eternal	eternal
5200	Chest Key - Grade 5	etc_key_i00	None	https://mw2.wiki/item/5200-chest-key-grade-5/eternal	eternal
5201	Chest Key - Grade 4	etc_key_i00	None	https://mw2.wiki/item/5201-chest-key-grade-4/eternal	eternal
5202	Chest Key - Grade 3	etc_key_i00	None	https://mw2.wiki/item/5202-chest-key-grade-3/eternal	eternal
5203	Chest Key - Grade 2	etc_key_i00	None	https://mw2.wiki/item/5203-chest-key-grade-2/eternal	eternal
5204	Chest Key - Grade 1	etc_key_i00	None	https://mw2.wiki/item/5204-chest-key-grade-1/eternal	eternal
5205	Mercenary Posting Ticket (Sword/Stationary)	mticket_sword_fix_i00	None	https://mw2.wiki/item/5205-mercenary-posting-ticket-swordstationary/eternal	eternal
5206	Mercenary Posting Ticket (Spear/Stationary)	mticket_pole_fix_i00	None	https://mw2.wiki/item/5206-mercenary-posting-ticket-spearstationary/eternal	eternal
5207	Mercenary Posting Ticket (Bow/Stationary)	mticket_bow_fix_i00	None	https://mw2.wiki/item/5207-mercenary-posting-ticket-bowstationary/eternal	eternal
5208	Mercenary Posting Ticket (Cleric/Stationary)	mticket_cleric_fix_i00	None	https://mw2.wiki/item/5208-mercenary-posting-ticket-clericstationary/eternal	eternal
5209	Mercenary Posting Ticket (Wizard/Stationary)	mticket_wizard_fix_i00	None	https://mw2.wiki/item/5209-mercenary-posting-ticket-wizardstationary/eternal	eternal
5210	Mercenary Posting Ticket (Sword/Mobile)	mticket_sword_move_i00	None	https://mw2.wiki/item/5210-mercenary-posting-ticket-swordmobile/eternal	eternal
5211	Mercenary Posting Ticket (Spear/Mobile)	mticket_pole_move_i00	None	https://mw2.wiki/item/5211-mercenary-posting-ticket-spearmobile/eternal	eternal
5212	Mercenary Posting Ticket (Bow/Mobile)	mticket_bow_move_i00	None	https://mw2.wiki/item/5212-mercenary-posting-ticket-bowmobile/eternal	eternal
5213	Mercenary Posting Ticket (Cleric/Mobile)	mticket_cleric_move_i00	None	https://mw2.wiki/item/5213-mercenary-posting-ticket-clericmobile/eternal	eternal
5214	Mercenary Posting Ticket (Wizard/Mobile)	mticket_wizard_move_i00	None	https://mw2.wiki/item/5214-mercenary-posting-ticket-wizardmobile/eternal	eternal
5215	Mercenary Posting Ticket (Teleporter1)	mticket_teleporter_fix_i00	None	https://mw2.wiki/item/5215-mercenary-posting-ticket-teleporter1/eternal	eternal
5216	Wolf's Level 75 Armor	etc_pet_armor_i02	None	https://mw2.wiki/item/5216-wolfs-level-75-armor/eternal	eternal
5217	Wolf's Level 75 Weapon	etc_pet_arms_i02	None	https://mw2.wiki/item/5217-wolfs-level-75-weapon/eternal	eternal
5218	Mercenary Posting Ticket (Teleporter2)	mticket_teleporter_fix_i00	None	https://mw2.wiki/item/5218-mercenary-posting-ticket-teleporter2/eternal	eternal
5219	Mercenary Posting Ticket (Teleporter3)	mticket_teleporter_fix_i00	None	https://mw2.wiki/item/5219-mercenary-posting-ticket-teleporter3/eternal	eternal
5220	Metal Hardener	etc_plate_blue_i00	None	https://mw2.wiki/item/5220-metal-hardener/eternal	eternal
5221	Seed: Chilly Cobol	etc_cobol_seed_i00	None	https://mw2.wiki/item/5221-seed-chilly-cobol/eternal	eternal
5222	Seed: Blue Cobol	etc_cobol_seed_i00	None	https://mw2.wiki/item/5222-seed-blue-cobol/eternal	eternal
5223	Seed: Thorn Cobol	etc_cobol_seed_i00	None	https://mw2.wiki/item/5223-seed-thorn-cobol/eternal	eternal
5224	Seed: Golden Cobol	etc_cobol_seed_i00	None	https://mw2.wiki/item/5224-seed-golden-cobol/eternal	eternal
5225	Seed: Great Cobol	etc_cobol_seed_i00	None	https://mw2.wiki/item/5225-seed-great-cobol/eternal	eternal
5226	Seed: Red Codran	etc_codran_seed_i00	None	https://mw2.wiki/item/5226-seed-red-codran/eternal	eternal
5227	Seed: Sea Codran	etc_codran_seed_i00	None	https://mw2.wiki/item/5227-seed-sea-codran/eternal	eternal
5228	Trash	etc_codran_seed_i00	None	https://mw2.wiki/item/5228-trash/eternal	eternal
5229	Trash	etc_codran_seed_i00	None	https://mw2.wiki/item/5229-trash/eternal	eternal
5230	Recipe: Mithril Arrow (100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5230-recipe-mithril-arrow-100/eternal	eternal
5231	Recipe: Metal Hardener (100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5231-recipe-metal-hardener-100/eternal	eternal
5232	White Fabric	etc_piece_of_cloth_white_i00	None	https://mw2.wiki/item/5232-white-fabric/eternal	eternal
5233	Keshanberk*Keshanberk	weapon_dual_sword_i00	A	https://mw2.wiki/item/5233-keshanberkkeshanberk/eternal	eternal
5234	Mystery Potion	etc_lesser_potion_clear_i00	None	https://mw2.wiki/item/5234-mystery-potion/eternal	eternal
5235	Facelifting Potion - A	etc_lesser_potion_purple_i00	None	https://mw2.wiki/item/5235-facelifting-potion-a/eternal	eternal
5236	Facelifting Potion - B	etc_lesser_potion_purple_i00	None	https://mw2.wiki/item/5236-facelifting-potion-b/eternal	eternal
5237	Facelifting Potion - C	etc_lesser_potion_purple_i00	None	https://mw2.wiki/item/5237-facelifting-potion-c/eternal	eternal
5238	Dye Potion - A	etc_lesser_potion_scarlet_i00	None	https://mw2.wiki/item/5238-dye-potion-a/eternal	eternal
5239	Dye Potion - B	etc_lesser_potion_scarlet_i00	None	https://mw2.wiki/item/5239-dye-potion-b/eternal	eternal
5240	Dye Potion - C	etc_lesser_potion_scarlet_i00	None	https://mw2.wiki/item/5240-dye-potion-c/eternal	eternal
5241	Dye Potion - D	etc_lesser_potion_scarlet_i00	None	https://mw2.wiki/item/5241-dye-potion-d/eternal	eternal
5242	Hair Style Change Potion - A	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5242-hair-style-change-potion-a/eternal	eternal
5243	Hair Style Change Potion - B	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5243-hair-style-change-potion-b/eternal	eternal
5244	Hair Style Change Potion - C	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5244-hair-style-change-potion-c/eternal	eternal
5245	Hair Style Change Potion - D	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5245-hair-style-change-potion-d/eternal	eternal
5246	Hair Style Change Potion - E	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5246-hair-style-change-potion-e/eternal	eternal
5247	Hair Style Change Potion - F	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5247-hair-style-change-potion-f/eternal	eternal
5248	Hair Style Change Potion - G	etc_lesser_potion_green_i00	None	https://mw2.wiki/item/5248-hair-style-change-potion-g/eternal	eternal
5249	Commemorative Item: First Anniversary of Lineage II Service	etc_l2_i00	None	https://mw2.wiki/item/5249-commemorative-item-first-anniversary-of-lineage-ii-service/eternal	eternal
5250	Greater Compressed Package of Soulshots (No-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5250-greater-compressed-package-of-soulshots-no-grade/eternal	eternal
5251	Greater Compressed Package of Soulshots (D-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5251-greater-compressed-package-of-soulshots-d-grade/eternal	eternal
5252	Greater Compressed Package of Soulshots (C-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5252-greater-compressed-package-of-soulshots-c-grade/eternal	eternal
5253	Greater Compressed Package of Soulshots (B-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5253-greater-compressed-package-of-soulshots-b-grade/eternal	eternal
5254	Greater Compressed Package of Soulshots (A-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5254-greater-compressed-package-of-soulshots-a-grade/eternal	eternal
5255	Greater Compressed Package of Soulshots (S-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5255-greater-compressed-package-of-soulshots-s-grade/eternal	eternal
5256	Greater Compressed Package of Spiritshots (No-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5256-greater-compressed-package-of-spiritshots-no-grade/eternal	eternal
5257	Greater Compressed Package of Spiritshots (D-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5257-greater-compressed-package-of-spiritshots-d-grade/eternal	eternal
5258	Greater Compressed Package of Spiritshots (C-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5258-greater-compressed-package-of-spiritshots-c-grade/eternal	eternal
5259	Greater Compressed Package of Spiritshots (B-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5259-greater-compressed-package-of-spiritshots-b-grade/eternal	eternal
5260	Greater Compressed Package of Spiritshots (A-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5260-greater-compressed-package-of-spiritshots-a-grade/eternal	eternal
5261	Greater Compressed Package of Spiritshots (S-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5261-greater-compressed-package-of-spiritshots-s-grade/eternal	eternal
5262	Greater Compressed Package of Blessed Spiritshots (No-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5262-greater-compressed-package-of-blessed-spiritshots-no-grade/eternal	eternal
5263	Greater Compressed Package of Blessed Spiritshots (D-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5263-greater-compressed-package-of-blessed-spiritshots-d-grade/eternal	eternal
5264	Greater Compressed Package of Blessed Spiritshots (C-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5264-greater-compressed-package-of-blessed-spiritshots-c-grade/eternal	eternal
5265	Greater Compressed Package of Blessed Spiritshots (B-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5265-greater-compressed-package-of-blessed-spiritshots-b-grade/eternal	eternal
5266	Greater Compressed Package of Blessed Spiritshots (A-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5266-greater-compressed-package-of-blessed-spiritshots-a-grade/eternal	eternal
5267	Greater Compressed Package of Blessed Spiritshots (S-Grade)	etc_pouch_gray_i00	None	https://mw2.wiki/item/5267-greater-compressed-package-of-blessed-spiritshots-s-grade/eternal	eternal
5268	Recipe: Greater Soulshot (D) Compressed Package (100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5268-recipe-greater-soulshot-d-compressed-package-100/eternal	eternal
5269	Recipe: Greater Soulshot (C) Compressed Package(100%)	etc_recipe_yellow_i00	None	https://mw2.wiki/item/5269-recipe-greater-soulshot-c-compressed-package100/eternal	eternal
5270	Recipe: Greater Soulshot (B) Compressed Package(100%)	etc_recipe_red_i00	None	https://mw2.wiki/item/5270-recipe-greater-soulshot-b-compressed-package100/eternal	eternal
5271	Recipe: Greater Soulshot (A) Compressed Package(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5271-recipe-greater-soulshot-a-compressed-package100/eternal	eternal
5272	Recipe: Greater Soulshot (S) Compressed Package(100%)	etc_recipe_black_i00	None	https://mw2.wiki/item/5272-recipe-greater-soulshot-s-compressed-package100/eternal	eternal
5273	Recipe: Greater Spiritshot (D) Compressed Package(100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5273-recipe-greater-spiritshot-d-compressed-package100/eternal	eternal
5274	Recipe: Greater Spiritshot (C) Compressed Package(100%)	etc_recipe_yellow_i00	None	https://mw2.wiki/item/5274-recipe-greater-spiritshot-c-compressed-package100/eternal	eternal
5275	Recipe: Greater Spiritshot (B) Compressed Package(100%)	etc_recipe_red_i00	None	https://mw2.wiki/item/5275-recipe-greater-spiritshot-b-compressed-package100/eternal	eternal
5276	Recipe: Greater Spiritshot (A) Compressed Package(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5276-recipe-greater-spiritshot-a-compressed-package100/eternal	eternal
5277	Recipe: Greater Spiritshot (S) Compressed Package(100%)	etc_recipe_black_i00	None	https://mw2.wiki/item/5277-recipe-greater-spiritshot-s-compressed-package100/eternal	eternal
5278	Recipe: Greater Blessed Spiritshot (D) Compressed Package(100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5278-recipe-greater-blessed-spiritshot-d-compressed-package100/eternal	eternal
5279	Recipe: Greater Blessed Spiritshot (C) Compressed Package(100%)	etc_recipe_yellow_i00	None	https://mw2.wiki/item/5279-recipe-greater-blessed-spiritshot-c-compressed-package100/eternal	eternal
5280	Recipe: Greater Blessed Spiritshot (B) Compressed Package(100%)	etc_recipe_red_i00	None	https://mw2.wiki/item/5280-recipe-greater-blessed-spiritshot-b-compressed-package100/eternal	eternal
5281	Recipe: Greater Blessed Spiritshot (A) Compressed Package(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5281-recipe-greater-blessed-spiritshot-a-compressed-package100/eternal	eternal
5282	Recipe: Greater Blessed Spiritshot (S) Compressed Package(100%)	etc_recipe_black_i00	None	https://mw2.wiki/item/5282-recipe-greater-blessed-spiritshot-s-compressed-package100/eternal	eternal
5283	Rice Cake	etc_mochi_i00	None	https://mw2.wiki/item/5283-rice-cake/eternal	eternal
5284	Zweihander	weapon_zweihander_i00	None	https://mw2.wiki/item/5284-zweihander/eternal	eternal
5285	Heavy Sword	weapon_heavy_sword_i00	D	https://mw2.wiki/item/5285-heavy-sword/eternal	eternal
5286	Berserker Blade	weapon_berserker_blade_i00	C	https://mw2.wiki/item/5286-berserker-blade/eternal	eternal
5287	Sealed Dark Crystal Breastplate	armor_t74_u_i02	A	https://mw2.wiki/item/5287-sealed-dark-crystal-breastplate/eternal	eternal
5288	Sealed Dark Crystal Gaiters	armor_t74_l_i02	A	https://mw2.wiki/item/5288-sealed-dark-crystal-gaiters/eternal	eternal
5289	Sealed Dark Crystal Helmet	armor_helmet_i02	A	https://mw2.wiki/item/5289-sealed-dark-crystal-helmet/eternal	eternal
5290	Sealed Dark Crystal Gloves	armor_t74_g_i02	A	https://mw2.wiki/item/5290-sealed-dark-crystal-gloves/eternal	eternal
5291	Sealed Dark Crystal Boots	armor_t74_b_i02	A	https://mw2.wiki/item/5291-sealed-dark-crystal-boots/eternal	eternal
5292	Sealed Dark Crystal Shield	shield_dark_crystal_shield_i02	A	https://mw2.wiki/item/5292-sealed-dark-crystal-shield/eternal	eternal
5293	Sealed Tallum Plate Armor	armor_t77_ul_i02	A	https://mw2.wiki/item/5293-sealed-tallum-plate-armor/eternal	eternal
5294	Sealed Tallum Helmet	armor_helmet_i02	A	https://mw2.wiki/item/5294-sealed-tallum-helmet/eternal	eternal
5295	Sealed Tallum Gloves	armor_t77_g_i02	A	https://mw2.wiki/item/5295-sealed-tallum-gloves/eternal	eternal
5296	Sealed Tallum Boots	armor_t77_b_i02	A	https://mw2.wiki/item/5296-sealed-tallum-boots/eternal	eternal
5297	Sealed Dark Crystal Leather Armor	armor_t75_u_i02	A	https://mw2.wiki/item/5297-sealed-dark-crystal-leather-armor/eternal	eternal
5298	Sealed Dark Crystal Leggings	armor_t75_l_i02	A	https://mw2.wiki/item/5298-sealed-dark-crystal-leggings/eternal	eternal
5299	Sealed Gloves of Underworld	armor_t40_g_i00	A	https://mw2.wiki/item/5299-sealed-gloves-of-underworld/eternal	eternal
5300	Sealed Boots of Underworld	armor_t10_b_i00	A	https://mw2.wiki/item/5300-sealed-boots-of-underworld/eternal	eternal
5301	Sealed Tallum Leather Armor	armor_t78_ul_i02	A	https://mw2.wiki/item/5301-sealed-tallum-leather-armor/eternal	eternal
5302	Sealed Gust Bracer	armor_t45_g_i00	A	https://mw2.wiki/item/5302-sealed-gust-bracer/eternal	eternal
5303	Sealed Gust Boots	armor_t45_b_i00	A	https://mw2.wiki/item/5303-sealed-gust-boots/eternal	eternal
5304	Sealed Tallum Tunic	armor_t79_u_i02	A	https://mw2.wiki/item/5304-sealed-tallum-tunic/eternal	eternal
5305	Sealed Tallum Stockings	armor_t79_l_i02	A	https://mw2.wiki/item/5305-sealed-tallum-stockings/eternal	eternal
5306	Sealed Gloves of Black Ore	armor_t14_g_i00	A	https://mw2.wiki/item/5306-sealed-gloves-of-black-ore/eternal	eternal
5307	Sealed Red Flame Boots	armor_t14_b_i00	A	https://mw2.wiki/item/5307-sealed-red-flame-boots/eternal	eternal
5308	Sealed Dark Crystal Robe	armor_t76_ul_i02	A	https://mw2.wiki/item/5308-sealed-dark-crystal-robe/eternal	eternal
5309	Sealed Phoenix Gloves	armor_t44_g_i00	A	https://mw2.wiki/item/5309-sealed-phoenix-gloves/eternal	eternal
5310	Sealed Phoenix Boots	armor_t44_b_i00	A	https://mw2.wiki/item/5310-sealed-phoenix-boots/eternal	eternal
5311	Sealed Armor of Nightmare	armor_t80_ul_i02	A	https://mw2.wiki/item/5311-sealed-armor-of-nightmare/eternal	eternal
5312	Sealed Helm of Nightmare	armor_leather_helmet_i02	A	https://mw2.wiki/item/5312-sealed-helm-of-nightmare/eternal	eternal
5313	Sealed Gauntlets of Nightmare	armor_t80_g_i02	A	https://mw2.wiki/item/5313-sealed-gauntlets-of-nightmare/eternal	eternal
5314	Sealed Boots of Nightmare	armor_t80_b_i02	A	https://mw2.wiki/item/5314-sealed-boots-of-nightmare/eternal	eternal
5315	Sealed Shield of Nightmare	shield_shield_of_nightmare_i02	A	https://mw2.wiki/item/5315-sealed-shield-of-nightmare/eternal	eternal
5316	Sealed Majestic Plate Armor	armor_t83_ul_i02	A	https://mw2.wiki/item/5316-sealed-majestic-plate-armor/eternal	eternal
5317	Sealed Majestic Circlet	armor_leather_helmet_i02	A	https://mw2.wiki/item/5317-sealed-majestic-circlet/eternal	eternal
5318	Sealed Majestic Gauntlets	armor_t83_g_i02	A	https://mw2.wiki/item/5318-sealed-majestic-gauntlets/eternal	eternal
5319	Sealed Majestic Boots	armor_t83_b_i02	A	https://mw2.wiki/item/5319-sealed-majestic-boots/eternal	eternal
5320	Sealed Leather Armor of Nightmare	armor_t81_ul_i02	A	https://mw2.wiki/item/5320-sealed-leather-armor-of-nightmare/eternal	eternal
5321	Sealed Dark Legion Gloves	armor_t45_g_i00	A	https://mw2.wiki/item/5321-sealed-dark-legion-gloves/eternal	eternal
5322	Sealed Dark Legion Boots	armor_t45_b_i00	A	https://mw2.wiki/item/5322-sealed-dark-legion-boots/eternal	eternal
5323	Sealed Majestic Leather Armor	armor_t84_ul_i02	A	https://mw2.wiki/item/5323-sealed-majestic-leather-armor/eternal	eternal
5324	Sealed Gloves of Phantom	armor_t45_g_i00	A	https://mw2.wiki/item/5324-sealed-gloves-of-phantom/eternal	eternal
5325	Sealed Boots of Phantom	armor_t45_b_i00	A	https://mw2.wiki/item/5325-sealed-boots-of-phantom/eternal	eternal
5326	Sealed Robe of Nightmare	armor_t82_ul_i02	A	https://mw2.wiki/item/5326-sealed-robe-of-nightmare/eternal	eternal
5327	Sealed Cerberus Gloves	armor_t44_g_i00	A	https://mw2.wiki/item/5327-sealed-cerberus-gloves/eternal	eternal
5328	Sealed Cerberus Boots	armor_t44_b_i00	A	https://mw2.wiki/item/5328-sealed-cerberus-boots/eternal	eternal
5329	Sealed Majestic Robe	armor_t85_ul_i02	A	https://mw2.wiki/item/5329-sealed-majestic-robe/eternal	eternal
5330	Sealed Dasparion's Gloves	armor_t44_g_i00	A	https://mw2.wiki/item/5330-sealed-dasparions-gloves/eternal	eternal
5331	Sealed Dasparion's Boots	armor_t44_b_i00	A	https://mw2.wiki/item/5331-sealed-dasparions-boots/eternal	eternal
5332	Recipe: Sealed Dark Crystal Leather Armor(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5332-recipe-sealed-dark-crystal-leather-armor60/eternal	eternal
5333	Recipe: Sealed Dark Crystal Leather Armor(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5333-recipe-sealed-dark-crystal-leather-armor100/eternal	eternal
5334	Recipe: Sealed Tallum Leather Armor(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5334-recipe-sealed-tallum-leather-armor60/eternal	eternal
5335	Recipe: Sealed Tallum Leather Armor(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5335-recipe-sealed-tallum-leather-armor100/eternal	eternal
5336	Recipe: Sealed Leather Armor of Nightmare(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5336-recipe-sealed-leather-armor-of-nightmare60/eternal	eternal
5337	Recipe: Sealed Leather Armor of Nightmare(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5337-recipe-sealed-leather-armor-of-nightmare100/eternal	eternal
5338	Recipe: Sealed Majestic Leather Armor(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5338-recipe-sealed-majestic-leather-armor60/eternal	eternal
5339	Recipe: Sealed Majestic Leather Armor(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5339-recipe-sealed-majestic-leather-armor100/eternal	eternal
5340	Recipe: Sealed Dark Crystal Leggings(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5340-recipe-sealed-dark-crystal-leggings60/eternal	eternal
5341	Recipe: Sealed Dark Crystal Leggings(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5341-recipe-sealed-dark-crystal-leggings100/eternal	eternal
5342	Echo Crystal - Sad Song	etc_recipe_blue_i00	None	https://mw2.wiki/item/5342-echo-crystal-sad-song/eternal	eternal
5343	Echo Crystal - Holy Song	etc_recipe_blue_i00	None	https://mw2.wiki/item/5343-echo-crystal-holy-song/eternal	eternal
5344	Recipe: Inferno Earring(70%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5344-recipe-inferno-earring70/eternal	eternal
5345	Recipe: Inferno Earring(70%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5345-recipe-inferno-earring70/eternal	eternal
5346	Recipe: Sealed Tallum Tunic(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5346-recipe-sealed-tallum-tunic60/eternal	eternal
5347	Recipe: Sealed Tallum Tunic(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5347-recipe-sealed-tallum-tunic100/eternal	eternal
5348	Recipe: Sealed Dark Crystal Robe(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5348-recipe-sealed-dark-crystal-robe60/eternal	eternal
5349	Recipe: Sealed Dark Crystal Robe(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5349-recipe-sealed-dark-crystal-robe100/eternal	eternal
5350	Recipe: Sealed Robe of Nightmare(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5350-recipe-sealed-robe-of-nightmare60/eternal	eternal
5351	Recipe: Sealed Robe of Nightmare(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5351-recipe-sealed-robe-of-nightmare100/eternal	eternal
5352	Recipe: Sealed Majestic Robe(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5352-recipe-sealed-majestic-robe60/eternal	eternal
5353	Recipe: Sealed Majestic Robe(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5353-recipe-sealed-majestic-robe100/eternal	eternal
5354	Recipe: Sealed Tallum Stockings(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5354-recipe-sealed-tallum-stockings60/eternal	eternal
5355	Recipe: Sealed Tallum Stockings(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5355-recipe-sealed-tallum-stockings100/eternal	eternal
5356	(Not in Use) Recipe: Phoenix Necklace(70%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5356-not-in-use-recipe-phoenix-necklace70/eternal	eternal
5357	(Not in Use) Recipe: Phoenix Necklace(100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5357-not-in-use-recipe-phoenix-necklace100/eternal	eternal
5358	(Not in Use) Recipe: Inferno Necklace(70%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5358-not-in-use-recipe-inferno-necklace70/eternal	eternal
5359	(Not in Use) Recipe: Inferno Necklace(100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5359-not-in-use-recipe-inferno-necklace100/eternal	eternal
5360	(Not in Use) Recipe: Phoenix Ring(70%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5360-not-in-use-recipe-phoenix-ring70/eternal	eternal
5361	(Not in Use) Recipe: Phoenix Ring(100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5361-not-in-use-recipe-phoenix-ring100/eternal	eternal
5362	(Not in Use) Recipe: Inferno Ring(70%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5362-not-in-use-recipe-inferno-ring70/eternal	eternal
5363	(Not in Use) Recipe: Inferno Ring(100%)	etc_recipe_blue_i00	None	https://mw2.wiki/item/5363-not-in-use-recipe-inferno-ring100/eternal	eternal
5364	Recipe: Sealed Dark Crystal Shield(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5364-recipe-sealed-dark-crystal-shield60/eternal	eternal
5365	Recipe: Sealed Dark Crystal Shield(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5365-recipe-sealed-dark-crystal-shield100/eternal	eternal
5366	Recipe: Sealed Shield of Nightmare(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5366-recipe-sealed-shield-of-nightmare60/eternal	eternal
5367	Recipe: Sealed Shield of Nightmare(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5367-recipe-sealed-shield-of-nightmare100/eternal	eternal
5368	Recipe: Sealed Dark Crystal Boots(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5368-recipe-sealed-dark-crystal-boots60/eternal	eternal
5369	Recipe: Sealed Dark Crystal Boots(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5369-recipe-sealed-dark-crystal-boots100/eternal	eternal
5370	Recipe: Sealed Tallum Boots(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5370-recipe-sealed-tallum-boots60/eternal	eternal
5371	Recipe: Sealed Tallum Boots(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5371-recipe-sealed-tallum-boots100/eternal	eternal
5372	Recipe: Sealed Boots of Underworld(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5372-recipe-sealed-boots-of-underworld60/eternal	eternal
5373	Recipe: Sealed Boots of Underworld(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5373-recipe-sealed-boots-of-underworld100/eternal	eternal
5374	Recipe: Sealed Gust Boots(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5374-recipe-sealed-gust-boots60/eternal	eternal
5375	Recipe: Sealed Gust Boots(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5375-recipe-sealed-gust-boots100/eternal	eternal
5376	Recipe: Sealed Red Flame Boots(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5376-recipe-sealed-red-flame-boots60/eternal	eternal
5377	Recipe: Sealed Red Flame Boots(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5377-recipe-sealed-red-flame-boots100/eternal	eternal
5378	Recipe: Sealed Phoenix Boots(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5378-recipe-sealed-phoenix-boots60/eternal	eternal
5379	Recipe: Sealed Phoenix Boots(100%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5379-recipe-sealed-phoenix-boots100/eternal	eternal
5380	Recipe: Sealed Boots of Nightmare(60%)	etc_recipe_violet_i00	None	https://mw2.wiki/item/5380-recipe-sealed-boots-of-nightmare60/eternal	eternal
