id	name	icon	grade	link	chronicle
3189	Kaira's Recommendation	etc_letter_blue_i00	None	https://mw2.wiki/item/3189-kairas-recommendation/lu4	lu4
3190	Palus Charm	accessary_onyxbeastseye_earing_i00	None	https://mw2.wiki/item/3190-palus-charm/lu4	lu4
3191	Thifiell's Letter	etc_piece_of_paper_black_i00	None	https://mw2.wiki/item/3191-thifiells-letter/lu4	lu4
3192	Arkenia's Note	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3192-arkenias-note/lu4	lu4
3193	Pixy Garnet	etc_gem_red_i00	None	https://mw2.wiki/item/3193-pixy-garnet/lu4	lu4
3194	Grandis' Skull	etc_ashes_red_i00	None	https://mw2.wiki/item/3194-grandis-skull/lu4	lu4
3195	Karul Bugbear Skull	etc_skull_black_i00	None	https://mw2.wiki/item/3195-karul-bugbear-skull/lu4	lu4
3196	Breka Overlord Skull	etc_skull_white_i00	None	https://mw2.wiki/item/3196-breka-overlord-skull/lu4	lu4
3197	Leto Overlord Skull	etc_skull_red_i00	None	https://mw2.wiki/item/3197-leto-overlord-skull/lu4	lu4
3198	Red Fairy Dust	etc_powder_red_i00	None	https://mw2.wiki/item/3198-red-fairy-dust/lu4	lu4
3199	Blight Treant Seed	etc_fruit_yellow_i00	None	https://mw2.wiki/item/3199-blight-treant-seed/lu4	lu4
3200	Black Willow Leaf	etc_leaf_gold_i00	None	https://mw2.wiki/item/3200-black-willow-leaf/lu4	lu4
3201	Blight Treant Sap	etc_reagent_gold_i00	None	https://mw2.wiki/item/3201-blight-treant-sap/lu4	lu4
3202	Arkenia's Letter	etc_letter_red_i00	None	https://mw2.wiki/item/3202-arkenias-letter/lu4	lu4
3203	Mark of Glory	etc_badge_gold_i00	None	https://mw2.wiki/item/3203-mark-of-glory/lu4	lu4
3204	Vokian's Order	etc_scroll_gray_i00	None	https://mw2.wiki/item/3204-vokians-order/lu4	lu4
3205	Manashen Shard	etc_broken_crystal_silver_i00	None	https://mw2.wiki/item/3205-manashen-shard/lu4	lu4
3206	Tyrant Talon	etc_claw_i00	None	https://mw2.wiki/item/3206-tyrant-talon/lu4	lu4
3207	Guardian Basilisk Fang	etc_fang_red_i00	None	https://mw2.wiki/item/3207-guardian-basilisk-fang/lu4	lu4
3208	Vokian's Order	etc_scroll_white_i00	None	https://mw2.wiki/item/3208-vokians-order/lu4	lu4
3209	Necklace of Authority	accessary_necklace_of_binding_i00	None	https://mw2.wiki/item/3209-necklace-of-authority/lu4	lu4
3210	Chianta's 1st Order	etc_letter_red_i00	None	https://mw2.wiki/item/3210-chiantas-1st-order/lu4	lu4
3211	Scepter of Breka	weapon_buzdygan_i01	None	https://mw2.wiki/item/3211-scepter-of-breka/lu4	lu4
3212	Scepter of Enku	weapon_buzdygan_i01	None	https://mw2.wiki/item/3212-scepter-of-enku/lu4	lu4
3213	Scepter of Vuku	weapon_buzdygan_i01	None	https://mw2.wiki/item/3213-scepter-of-vuku/lu4	lu4
3214	Scepter of Turek	weapon_buzdygan_i01	None	https://mw2.wiki/item/3214-scepter-of-turek/lu4	lu4
3215	Scepter of Tunath	weapon_buzdygan_i01	None	https://mw2.wiki/item/3215-scepter-of-tunath/lu4	lu4
3216	Chianta's 2nd Order	etc_letter_blue_i00	None	https://mw2.wiki/item/3216-chiantas-2nd-order/lu4	lu4
3217	Chianta's 3rd Order	etc_letter_white_i00	None	https://mw2.wiki/item/3217-chiantas-3rd-order/lu4	lu4
3218	Tamlin Orc Skull	etc_skull_red_i00	None	https://mw2.wiki/item/3218-tamlin-orc-skull/lu4	lu4
3219	Timak Orc Head	etc_skull_black_i00	None	https://mw2.wiki/item/3219-timak-orc-head/lu4	lu4
3220	Scepter Box	etc_jewel_box_i00	None	https://mw2.wiki/item/3220-scepter-box/lu4	lu4
3221	Pashika's Head	etc_skull_black_i00	None	https://mw2.wiki/item/3221-pashikas-head/lu4	lu4
3222	Vultus' Head	etc_skull_white_i00	None	https://mw2.wiki/item/3222-vultus-head/lu4	lu4
3223	Gloves of Voltar	armor_short_leather_gloves_i00	None	https://mw2.wiki/item/3223-gloves-of-voltar/lu4	lu4
3224	Enku Overlord Head	etc_skull_red_i00	None	https://mw2.wiki/item/3224-enku-overlord-head/lu4	lu4
3225	Gloves of Kepra	armor_short_leather_gloves_i00	None	https://mw2.wiki/item/3225-gloves-of-kepra/lu4	lu4
3226	Makum Bugbear Head	etc_skull_black_i00	None	https://mw2.wiki/item/3226-makum-bugbear-head/lu4	lu4
3227	Gloves of Burai	armor_short_leather_gloves_i00	None	https://mw2.wiki/item/3227-gloves-of-burai/lu4	lu4
3228	Manakia's 1st Letter	etc_recipe_red_i00	None	https://mw2.wiki/item/3228-manakias-1st-letter/lu4	lu4
3229	Manakia's 2nd Letter	etc_recipe_red_i00	None	https://mw2.wiki/item/3229-manakias-2nd-letter/lu4	lu4
3230	Kasman's 1st Letter	etc_recipe_blue_i00	None	https://mw2.wiki/item/3230-kasmans-1st-letter/lu4	lu4
3231	Kasman's 2nd Letter	etc_recipe_blue_i00	None	https://mw2.wiki/item/3231-kasmans-2nd-letter/lu4	lu4
3232	Kasman's 3rd Letter	etc_recipe_blue_i00	None	https://mw2.wiki/item/3232-kasmans-3rd-letter/lu4	lu4
3233	Driko's Contract	etc_letter_white_i00	None	https://mw2.wiki/item/3233-drikos-contract/lu4	lu4
3234	Stakato Drone Husk	etc_parasite_i00	None	https://mw2.wiki/item/3234-stakato-drone-husk/lu4	lu4
3235	Tanapi's Order	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3235-tanapis-order/lu4	lu4
3236	Scepter of Tantos	weapon_buzdygan_i01	None	https://mw2.wiki/item/3236-scepter-of-tantos/lu4	lu4
3237	Ritual Box	etc_jewel_box_i00	None	https://mw2.wiki/item/3237-ritual-box/lu4	lu4
3238	Mark of Prosperity	etc_coins_gold_i00	None	https://mw2.wiki/item/3238-mark-of-prosperity/lu4	lu4
3239	1st Ring of Testimony	accessary_ring_of_assistance_i00	None	https://mw2.wiki/item/3239-1st-ring-of-testimony/lu4	lu4
3240	2nd Ring of Testimony	accessary_aquastone_ring_i00	None	https://mw2.wiki/item/3240-2nd-ring-of-testimony/lu4	lu4
3241	Old Account Book	etc_spellbook_gray_i00	None	https://mw2.wiki/item/3241-old-account-book/lu4	lu4
3242	Blessed Seed	etc_fruit_yellow_i00	None	https://mw2.wiki/item/3242-blessed-seed/lu4	lu4
3243	Emily's Recipe	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3243-emilys-recipe/lu4	lu4
3244	Lilith's Elven Wafer	etc_lump_white_i00	None	https://mw2.wiki/item/3244-liliths-elven-wafer/lu4	lu4
3245	Maphr Tablet Fragment	etc_plate_blue_i00	None	https://mw2.wiki/item/3245-maphr-tablet-fragment/lu4	lu4
3246	Collection License	etc_letter_white_i00	None	https://mw2.wiki/item/3246-collection-license/lu4	lu4
3247	Lockirin's 1st Notice	etc_recipe_blue_i00	None	https://mw2.wiki/item/3247-lockirins-1st-notice/lu4	lu4
3248	Lockirin's 2nd Notice	etc_recipe_blue_i00	None	https://mw2.wiki/item/3248-lockirins-2nd-notice/lu4	lu4
3249	Lockirin's 3rd Notice	etc_recipe_blue_i00	None	https://mw2.wiki/item/3249-lockirins-3rd-notice/lu4	lu4
3250	Lockirin's 4th Notice	etc_recipe_blue_i00	None	https://mw2.wiki/item/3250-lockirins-4th-notice/lu4	lu4
3251	Lockirin's 5th Notice	etc_recipe_blue_i00	None	https://mw2.wiki/item/3251-lockirins-5th-notice/lu4	lu4
3252	Contribution of Shari	etc_pouch_yellow_i00	None	https://mw2.wiki/item/3252-contribution-of-shari/lu4	lu4
3253	Contribution of Mion	etc_pouch_yellow_i00	None	https://mw2.wiki/item/3253-contribution-of-mion/lu4	lu4
3254	Contribution of Maryse	etc_pouch_yellow_i00	None	https://mw2.wiki/item/3254-contribution-of-maryse/lu4	lu4
3255	Maryse's Request	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3255-maryses-request/lu4	lu4
3256	Contribution of Toma	etc_pouch_yellow_i00	None	https://mw2.wiki/item/3256-contribution-of-toma/lu4	lu4
3257	Receipt of Bolter	etc_ticket_blue_i00	None	https://mw2.wiki/item/3257-receipt-of-bolter/lu4	lu4
3258	1st Receipt of Contribution	etc_ticket_red_i00	None	https://mw2.wiki/item/3258-1st-receipt-of-contribution/lu4	lu4
3259	2nd Receipt of Contribution	etc_ticket_red_i00	None	https://mw2.wiki/item/3259-2nd-receipt-of-contribution/lu4	lu4
3260	3rd Receipt of Contribution	etc_ticket_red_i00	None	https://mw2.wiki/item/3260-3rd-receipt-of-contribution/lu4	lu4
3261	4th Receipt of Contribution	etc_ticket_red_i00	None	https://mw2.wiki/item/3261-4th-receipt-of-contribution/lu4	lu4
3262	5th Receipt of Contribution	etc_ticket_red_i00	None	https://mw2.wiki/item/3262-5th-receipt-of-contribution/lu4	lu4
3263	Procuration of Torocco	etc_letter_blue_i00	None	https://mw2.wiki/item/3263-procuration-of-torocco/lu4	lu4
3264	Bright's List	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3264-brights-list/lu4	lu4
3265	Mandragora Petal	etc_herb_red_i00	None	https://mw2.wiki/item/3265-mandragora-petal/lu4	lu4
3266	Crimson Moss	etc_powder_red_i00	None	https://mw2.wiki/item/3266-crimson-moss/lu4	lu4
3267	Mandragora Bouquet	etc_branch_gold_i00	None	https://mw2.wiki/item/3267-mandragora-bouquet/lu4	lu4
3268	Parman's Instructions	etc_scroll_gray_i00	None	https://mw2.wiki/item/3268-parmans-instructions/lu4	lu4
3269	Parman's Letter	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3269-parmans-letter/lu4	lu4
3270	Clay Dough	etc_powder_black_i00	None	https://mw2.wiki/item/3270-clay-dough/lu4	lu4
3271	Pattern of Keyhole	etc_plate_black_i00	None	https://mw2.wiki/item/3271-pattern-of-keyhole/lu4	lu4
3272	Nikola's List	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3272-nikolas-list/lu4	lu4
3273	Stakato Shell	etc_parasite_i00	None	https://mw2.wiki/item/3273-stakato-shell/lu4	lu4
3274	Toad Lord Sac	etc_poison_pouch_i00	None	https://mw2.wiki/item/3274-toad-lord-sac/lu4	lu4
3275	Marsh Spider's Thorn	etc_horn_i00	None	https://mw2.wiki/item/3275-marsh-spiders-thorn/lu4	lu4
3276	Mark of Champion	etc_jewel_gold_i00	None	https://mw2.wiki/item/3276-mark-of-champion/lu4	lu4
3277	Ascalon's 1st Letter	etc_scroll_gray_i00	None	https://mw2.wiki/item/3277-ascalons-1st-letter/lu4	lu4
3278	Mason's Letter	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3278-masons-letter/lu4	lu4
3279	Iron Rose Ring	accessary_magic_ring_i00	None	https://mw2.wiki/item/3279-iron-rose-ring/lu4	lu4
3280	Ascalon's 2nd Letter	etc_scroll_gray_i00	None	https://mw2.wiki/item/3280-ascalons-2nd-letter/lu4	lu4
3281	White Rose Insignia	shield_knight_shield_i01	None	https://mw2.wiki/item/3281-white-rose-insignia/lu4	lu4
3282	Groot's Letter	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3282-groots-letter/lu4	lu4
3283	Ascalon's 3rd Letter	etc_scroll_gray_i00	None	https://mw2.wiki/item/3283-ascalons-3rd-letter/lu4	lu4
3284	Mouen's 1st Order	etc_scroll_white_i00	None	https://mw2.wiki/item/3284-mouens-1st-order/lu4	lu4
3285	Mouen's 2nd Order	etc_scroll_white_i00	None	https://mw2.wiki/item/3285-mouens-2nd-order/lu4	lu4
3286	Mouen's Letter	etc_piece_of_paper_black_i00	None	https://mw2.wiki/item/3286-mouens-letter/lu4	lu4
3287	Harpy's Egg	etc_bead_white_i00	None	https://mw2.wiki/item/3287-harpys-egg/lu4	lu4
3288	Medusa's Venom	etc_reagent_green_i00	None	https://mw2.wiki/item/3288-medusas-venom/lu4	lu4
3289	Windsus Bile	etc_potion_scarlet_i00	None	https://mw2.wiki/item/3289-windsus-bile/lu4	lu4
3290	Bloody Axe Head	etc_skull_red_i00	None	https://mw2.wiki/item/3290-bloody-axe-head/lu4	lu4
3291	Road Ratman Head	etc_skull_black_i00	None	https://mw2.wiki/item/3291-road-ratman-head/lu4	lu4
3292	Leto Lizardman Fang	etc_fang_gray_i00	None	https://mw2.wiki/item/3292-leto-lizardman-fang/lu4	lu4
3293	Mark of Sagittarius	weapon_wooden_arrow_i01	None	https://mw2.wiki/item/3293-mark-of-sagittarius/lu4	lu4
3294	Bernard's Introduction	etc_letter_white_i00	None	https://mw2.wiki/item/3294-bernards-introduction/lu4	lu4
3295	Hamil's 1st Letter	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3295-hamils-1st-letter/lu4	lu4
3296	Hamil's 2nd Letter	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3296-hamils-2nd-letter/lu4	lu4
3297	Hamil's 3rd Letter	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3297-hamils-3rd-letter/lu4	lu4
3298	Hunter's 1st Rune	etc_mold_i00	None	https://mw2.wiki/item/3298-hunters-1st-rune/lu4	lu4
3299	Hunter's 2nd Rune	etc_mold_i00	None	https://mw2.wiki/item/3299-hunters-2nd-rune/lu4	lu4
3300	Talisman of Kadesh	accessary_red_cresent_earing_i00	None	https://mw2.wiki/item/3300-talisman-of-kadesh/lu4	lu4
3301	Talisman of Snake	accessary_dragon_necklace_i00	None	https://mw2.wiki/item/3301-talisman-of-snake/lu4	lu4
3302	Mithril Clip	accessary_ring_of_knowledge_i00	None	https://mw2.wiki/item/3302-mithril-clip/lu4	lu4
3303	Stakato Chitin	etc_parasite_i00	None	https://mw2.wiki/item/3303-stakato-chitin/lu4	lu4
3304	Reinforced Bowstring	etc_skein_white_i00	None	https://mw2.wiki/item/3304-reinforced-bowstring/lu4	lu4
3305	Manashen's Horn	etc_horn_i00	None	https://mw2.wiki/item/3305-manashens-horn/lu4	lu4
3306	Blood of Lizardman	etc_reagent_green_i00	None	https://mw2.wiki/item/3306-blood-of-lizardman/lu4	lu4
3307	Mark of Witchcraft	etc_skull_white_i00	None	https://mw2.wiki/item/3307-mark-of-witchcraft/lu4	lu4
3308	Orim's Diagram	etc_spell_books_red_i00	None	https://mw2.wiki/item/3308-orims-diagram/lu4	lu4
3309	Alexandria's Book	etc_spellbook_gray_i00	None	https://mw2.wiki/item/3309-alexandrias-book/lu4	lu4
3310	Iker's List	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3310-ikers-list/lu4	lu4
3311	Dire Wyrm Fang	etc_fang_gray_i00	None	https://mw2.wiki/item/3311-dire-wyrm-fang/lu4	lu4
3312	Leto Lizardman Charm	etc_totem_necklace_green_i00	None	https://mw2.wiki/item/3312-leto-lizardman-charm/lu4	lu4
3313	Enchanted Stone Golem Heartstone	etc_stone_black_i00	None	https://mw2.wiki/item/3313-enchanted-stone-golem-heartstone/lu4	lu4
3314	Lara's Memo	etc_piece_of_paper_black_i00	None	https://mw2.wiki/item/3314-laras-memo/lu4	lu4
3315	Nestle's Memo	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3315-nestles-memo/lu4	lu4
3316	Leopold's Journal	etc_spellbook_blue_i00	None	https://mw2.wiki/item/3316-leopolds-journal/lu4	lu4
3317	Aklantoth 1st Gem	etc_bead_silver_i00	None	https://mw2.wiki/item/3317-aklantoth-1st-gem/lu4	lu4
3318	Aklantoth 2nd Gem	etc_bead_red_i00	None	https://mw2.wiki/item/3318-aklantoth-2nd-gem/lu4	lu4
3319	Aklantoth 3rd Gem	etc_bead_green_i00	None	https://mw2.wiki/item/3319-aklantoth-3rd-gem/lu4	lu4
3320	Aklantoth 4th Gem	etc_bead_gold_i00	None	https://mw2.wiki/item/3320-aklantoth-4th-gem/lu4	lu4
3321	Aklantoth 5th Gem	etc_bead_blue_i00	None	https://mw2.wiki/item/3321-aklantoth-5th-gem/lu4	lu4
3322	Aklantoth 6th Gem	etc_crystal_ball_red_i00	None	https://mw2.wiki/item/3322-aklantoth-6th-gem/lu4	lu4
3323	1st Brimstone	etc_powder_orange_i00	None	https://mw2.wiki/item/3323-1st-brimstone/lu4	lu4
3324	Orim's Instructions	etc_scroll_white_i00	None	https://mw2.wiki/item/3324-orims-instructions/lu4	lu4
3325	Orim's 1st Letter	etc_letter_red_i00	None	https://mw2.wiki/item/3325-orims-1st-letter/lu4	lu4
3326	Orim's 2nd Letter	etc_letter_blue_i00	None	https://mw2.wiki/item/3326-orims-2nd-letter/lu4	lu4
3327	Sir Vasper's Letter	etc_scroll_gray_i00	None	https://mw2.wiki/item/3327-sir-vaspers-letter/lu4	lu4
3328	Vadin's Crucifix	accessary_earing_of_wisdom_i00	None	https://mw2.wiki/item/3328-vadins-crucifix/lu4	lu4
3329	Tamlin Orc Amulet	etc_totem_necklace_red_i00	None	https://mw2.wiki/item/3329-tamlin-orc-amulet/lu4	lu4
3330	Vadin's Sanctions	etc_letter_white_i00	None	https://mw2.wiki/item/3330-vadins-sanctions/lu4	lu4
3331	Iker's Amulet	accessary_necklace_of_grace_i00	None	https://mw2.wiki/item/3331-ikers-amulet/lu4	lu4
3332	Soultrap Crystal	etc_gem_blue_i00	None	https://mw2.wiki/item/3332-soultrap-crystal/lu4	lu4
3333	Purgatory Key	etc_key_i00	None	https://mw2.wiki/item/3333-purgatory-key/lu4	lu4
3334	Zeruel Bind Crystal	etc_gem_red_i00	None	https://mw2.wiki/item/3334-zeruel-bind-crystal/lu4	lu4
3335	2nd Brimstone	etc_powder_orange_i00	None	https://mw2.wiki/item/3335-2nd-brimstone/lu4	lu4
3336	Mark of Summoner	weapon_apprentices_rod_i01	None	https://mw2.wiki/item/3336-mark-of-summoner/lu4	lu4
3337	Leto Lizardman Amulet	etc_totem_necklace_green_i00	None	https://mw2.wiki/item/3337-leto-lizardman-amulet/lu4	lu4
3338	Sac of Redspores	etc_pouch_brown_i00	None	https://mw2.wiki/item/3338-sac-of-redspores/lu4	lu4
3339	Karul Bugbear Totem	etc_totem_black_i00	None	https://mw2.wiki/item/3339-karul-bugbear-totem/lu4	lu4
3340	Shards of Manashen	etc_broken_crystal_silver_i00	None	https://mw2.wiki/item/3340-shards-of-manashen/lu4	lu4
3341	Breka Orc Totem	etc_totem_red_i00	None	https://mw2.wiki/item/3341-breka-orc-totem/lu4	lu4
3342	Crimson Bloodstone	etc_gem_red_i00	None	https://mw2.wiki/item/3342-crimson-bloodstone/lu4	lu4
3343	Talons of Tyrant	etc_claw_i00	None	https://mw2.wiki/item/3343-talons-of-tyrant/lu4	lu4
3344	Wings of Droneant	etc_feather_black_i00	None	https://mw2.wiki/item/3344-wings-of-droneant/lu4	lu4
3345	Tusk of Windsus	etc_horn_i00	None	https://mw2.wiki/item/3345-tusk-of-windsus/lu4	lu4
3346	Fangs of Wyrm	etc_fang_red_i00	None	https://mw2.wiki/item/3346-fangs-of-wyrm/lu4	lu4
3347	Lara's 1st List	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3347-laras-1st-list/lu4	lu4
3348	Lara's 2nd List	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3348-laras-2nd-list/lu4	lu4
3349	Lara's 3rd List	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3349-laras-3rd-list/lu4	lu4
3350	Lara's 4th List	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3350-laras-4th-list/lu4	lu4
3351	Lara's 5th List	etc_piece_of_paper_white_i00	None	https://mw2.wiki/item/3351-laras-5th-list/lu4	lu4
3352	Galatea's Letter	etc_letter_red_i00	None	https://mw2.wiki/item/3352-galateas-letter/lu4	lu4
3353	Beginner's Arcana	etc_ticket_blue_i00	None	https://mw2.wiki/item/3353-beginners-arcana/lu4	lu4
3354	Almors's Arcana	shield_dark_dragon_shield_i01	None	https://mw2.wiki/item/3354-almorss-arcana/lu4	lu4
3355	Camoniell's Arcana	shield_dark_dragon_shield_i01	None	https://mw2.wiki/item/3355-camoniells-arcana/lu4	lu4
3356	Belthus's Arcana	shield_dark_dragon_shield_i01	None	https://mw2.wiki/item/3356-belthuss-arcana/lu4	lu4
3357	Basillia's Arcana	shield_dark_dragon_shield_i01	None	https://mw2.wiki/item/3357-basillias-arcana/lu4	lu4
3358	Celestiel's Arcana	shield_dark_dragon_shield_i01	None	https://mw2.wiki/item/3358-celestiels-arcana/lu4	lu4
3359	Brynthea's Arcana	shield_dark_dragon_shield_i01	None	https://mw2.wiki/item/3359-bryntheas-arcana/lu4	lu4
3360	1st Crystal of Starting	etc_gem_blue_i00	None	https://mw2.wiki/item/3360-1st-crystal-of-starting/lu4	lu4
3361	1st Crystal of Inprogress	etc_gem_clear_i00	None	https://mw2.wiki/item/3361-1st-crystal-of-inprogress/lu4	lu4
3362	1st Crystal of Foul	etc_gem_black_i00	None	https://mw2.wiki/item/3362-1st-crystal-of-foul/lu4	lu4
3363	1st Crystal of Defeat	etc_gem_red_i00	None	https://mw2.wiki/item/3363-1st-crystal-of-defeat/lu4	lu4
3364	1st Crystal of Victory	etc_gem_green_i00	None	https://mw2.wiki/item/3364-1st-crystal-of-victory/lu4	lu4
3365	2nd Crystal of Starting	etc_gem_blue_i00	None	https://mw2.wiki/item/3365-2nd-crystal-of-starting/lu4	lu4
3366	2nd Crystal of Inprogress	etc_gem_clear_i00	None	https://mw2.wiki/item/3366-2nd-crystal-of-inprogress/lu4	lu4
3367	2nd Crystal of Foul	etc_gem_black_i00	None	https://mw2.wiki/item/3367-2nd-crystal-of-foul/lu4	lu4
3368	2nd Crystal of Defeat	etc_gem_red_i00	None	https://mw2.wiki/item/3368-2nd-crystal-of-defeat/lu4	lu4
3369	2nd Crystal of Victory	etc_gem_green_i00	None	https://mw2.wiki/item/3369-2nd-crystal-of-victory/lu4	lu4
3370	3rd Crystal of Starting	etc_gem_blue_i00	None	https://mw2.wiki/item/3370-3rd-crystal-of-starting/lu4	lu4
3371	3rd Crystal of Inprogress	etc_gem_clear_i00	None	https://mw2.wiki/item/3371-3rd-crystal-of-inprogress/lu4	lu4
3372	3rd Crystal of Foul	etc_gem_black_i00	None	https://mw2.wiki/item/3372-3rd-crystal-of-foul/lu4	lu4
3373	3rd Crystal of Defeat	etc_gem_red_i00	None	https://mw2.wiki/item/3373-3rd-crystal-of-defeat/lu4	lu4
3374	3rd Crystal of Victory	etc_gem_green_i00	None	https://mw2.wiki/item/3374-3rd-crystal-of-victory/lu4	lu4
3375	4th Crystal of Starting	etc_gem_blue_i00	None	https://mw2.wiki/item/3375-4th-crystal-of-starting/lu4	lu4
3376	4th Crystal of Inprogress	etc_gem_clear_i00	None	https://mw2.wiki/item/3376-4th-crystal-of-inprogress/lu4	lu4
3377	4th Crystal of Foul	etc_gem_black_i00	None	https://mw2.wiki/item/3377-4th-crystal-of-foul/lu4	lu4
3378	4th Crystal of Defeat	etc_gem_red_i00	None	https://mw2.wiki/item/3378-4th-crystal-of-defeat/lu4	lu4
3379	4th Crystal of Victory	etc_gem_green_i00	None	https://mw2.wiki/item/3379-4th-crystal-of-victory/lu4	lu4
3380	5th Crystal of Starting	etc_gem_blue_i00	None	https://mw2.wiki/item/3380-5th-crystal-of-starting/lu4	lu4
3381	5th Crystal of Inprogress	etc_gem_clear_i00	None	https://mw2.wiki/item/3381-5th-crystal-of-inprogress/lu4	lu4
3382	5th Crystal of Foul	etc_gem_black_i00	None	https://mw2.wiki/item/3382-5th-crystal-of-foul/lu4	lu4
3383	5th Crystal of Defeat	etc_gem_red_i00	None	https://mw2.wiki/item/3383-5th-crystal-of-defeat/lu4	lu4
3384	5th Crystal of Victory	etc_gem_green_i00	None	https://mw2.wiki/item/3384-5th-crystal-of-victory/lu4	lu4
3385	6th Crystal of Starting	etc_gem_blue_i00	None	https://mw2.wiki/item/3385-6th-crystal-of-starting/lu4	lu4
3386	6th Crystal of Inprogress	etc_gem_clear_i00	None	https://mw2.wiki/item/3386-6th-crystal-of-inprogress/lu4	lu4
3387	6th Crystal of Foul	etc_gem_black_i00	None	https://mw2.wiki/item/3387-6th-crystal-of-foul/lu4	lu4
3388	6th Crystal of Defeat	etc_gem_red_i00	None	https://mw2.wiki/item/3388-6th-crystal-of-defeat/lu4	lu4
3389	6th Crystal of Victory	etc_gem_green_i00	None	https://mw2.wiki/item/3389-6th-crystal-of-victory/lu4	lu4
3390	Mark of Lord	etc_orcish_talisman_i00	None	https://mw2.wiki/item/3390-mark-of-lord/lu4	lu4
3391	Ordeal Necklace	accessary_another_worlds_necklace_i00	None	https://mw2.wiki/item/3391-ordeal-necklace/lu4	lu4
3392	Varkee's Charm	accessary_earing_of_black_ore_i00	None	https://mw2.wiki/item/3392-varkees-charm/lu4	lu4
3393	Tantus's Charm	accessary_earing_of_blessing_i00	None	https://mw2.wiki/item/3393-tantuss-charm/lu4	lu4
3394	Hatos's Charm	accessary_coral_earing_i00	None	https://mw2.wiki/item/3394-hatoss-charm/lu4	lu4
3395	Takuna's Charm	accessary_another_worlds_earing_i00	None	https://mw2.wiki/item/3395-takunas-charm/lu4	lu4
3396	Chianta's Charm	accessary_cerberuss_earing_i00	None	https://mw2.wiki/item/3396-chiantas-charm/lu4	lu4
3397	Manakia's Orders	etc_scroll_gray_i00	None	https://mw2.wiki/item/3397-manakias-orders/lu4	lu4
3398	Breka Orc Fang	etc_fang_ivory_i00	None	https://mw2.wiki/item/3398-breka-orc-fang/lu4	lu4
3399	Manakia's Amulet	accessary_paradia_earing_i00	None	https://mw2.wiki/item/3399-manakias-amulet/lu4	lu4
3400	Huge Orc Fang	etc_horn_i00	None	https://mw2.wiki/item/3400-huge-orc-fang/lu4	lu4
3401	Sumari's Letter	etc_piece_of_paper_gray_i00	None	https://mw2.wiki/item/3401-sumaris-letter/lu4	lu4
3402	Urutu Blade	etc_sword_body_i00	None	https://mw2.wiki/item/3402-urutu-blade/lu4	lu4
3403	Timak Orc Skull	etc_skull_red_i00	None	https://mw2.wiki/item/3403-timak-orc-skull/lu4	lu4
3404	Sword Into Skull	etc_skull_black_i00	None	https://mw2.wiki/item/3404-sword-into-skull/lu4	lu4
3405	Neruga Axe Blade	weapon_heavy_bone_club_i00	None	https://mw2.wiki/item/3405-neruga-axe-blade/lu4	lu4
3406	Axe of Ceremony	weapon_battle_axe_i00	None	https://mw2.wiki/item/3406-axe-of-ceremony/lu4	lu4
3407	Marsh Spider's Feeler	etc_ginseng_gray_i00	None	https://mw2.wiki/item/3407-marsh-spiders-feeler/lu4	lu4
3408	Marsh Spider's Feet	etc_insect_leg_i00	None	https://mw2.wiki/item/3408-marsh-spiders-feet/lu4	lu4
3409	Handiwork Spider Brooch	shield_doom_shield_i01	None	https://mw2.wiki/item/3409-handiwork-spider-brooch/lu4	lu4
3410	Enchanted Monster Cornea	etc_crystal_ball_blue_i00	None	https://mw2.wiki/item/3410-enchanted-monster-cornea/lu4	lu4
3411	Monster Eye Woodcarving	etc_parasite_i00	None	https://mw2.wiki/item/3411-monster-eye-woodcarving/lu4	lu4
3412	Bear Fang Necklace	accessary_necklace_of_binding_i00	None	https://mw2.wiki/item/3412-bear-fang-necklace/lu4	lu4
3413	Martankus's Charm	accessary_inferno_necklace_i00	None	https://mw2.wiki/item/3413-martankuss-charm/lu4	lu4
3414	Ragna Orc Head	etc_skull_white_i00	None	https://mw2.wiki/item/3414-ragna-orc-head/lu4	lu4
3415	Ragna Chief Notice	etc_letter_red_i00	None	https://mw2.wiki/item/3415-ragna-chief-notice/lu4	lu4
3416	Immortal Flame	etc_jewel_red_i00	None	https://mw2.wiki/item/3416-immortal-flame/lu4	lu4
3417	Animal Lover's List	etc_scroll_white_i00	None	https://mw2.wiki/item/3417-animal-lovers-list/lu4	lu4
