skill_id	skill_name	skill_icon	skill_level	skill_description	skill_link	chronicle	type	uses	cooldown_time	can_it_be_used_at_the_olympiad	attribute	trait	range_min	range_max	available_for	duration
21	Poison Recovery	skill0021	2	Cures the user of moderate poisoning.	https://mw2.wiki/skill/21-poison-recovery/2/lu4	lu4	Active (attack)	35	2.0	True	No Attribute	none			[{'class': 'Temple Knight', 'level': 40}, {'class': 'Swordsinger', 'level': 40}, {'class': 'Plains Walker', 'level': 40}, {'class': 'Silver Ranger', 'level': 40}]	
21	Poison Recovery	skill0021	3	Cures the user of severe poisoning.	https://mw2.wiki/skill/21-poison-recovery/3/lu4	lu4	Active (attack)	55	2.0	True	No Attribute	none			[{'class': 'Temple Knight', 'level': 60}, {'class': 'Swordsinger', 'level': 60}, {'class': 'Plains Walker', 'level': 60}, {'class': 'Silver Ranger', 'level': 60}]	
22	Summon Vampiric Cubic	skill0022	1	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/1/lu4	lu4	Active (attack)	38	5.0	True	No Attribute	none			[{'class': 'Shillien Knight', 'level': 43}]	
22	Summon Vampiric Cubic	skill0022	2	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/2/lu4	lu4	Active (attack)	44	5.0	True	No Attribute	none			[{'class': 'Shillien Knight', 'level': 49}]	
22	Summon Vampiric Cubic	skill0022	3	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/3/lu4	lu4	Active (attack)	50	5.0	True	No Attribute	none			[{'class': 'Shillien Knight', 'level': 55}]	
22	Summon Vampiric Cubic	skill0022	4	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/4/lu4	lu4	Active (attack)	55	5.0	True	No Attribute	none			[{'class': 'Shillien Knight', 'level': 60}]	
22	Summon Vampiric Cubic	skill0022	5	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/5/lu4	lu4	Active (attack)	60	5.0	True	No Attribute	none				
22	Summon Vampiric Cubic	skill0022	6	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/6/lu4	lu4	Active (attack)	64	5.0	True	No Attribute	none				
22	Summon Vampiric Cubic	skill0022	7	Summons a Vampiric Cubic. A Vampiric Cubic uses magic that absorbs the target's HP and with it regenerates its master's HP.	https://mw2.wiki/skill/22-summon-vampiric-cubic/7/lu4	lu4	Active (attack)	67	5.0	True	No Attribute	none				
24	Burst Shot	skill0024	1	Supplements P. Atk. with 1365 PvE Power and 1050 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/1/lu4	lu4	Active (attack)	125	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 44}, {'class': 'Silver Ranger', 'level': 44}, {'class': 'Phantom Ranger', 'level': 44}]	
24	Burst Shot	skill0024	2	Supplements P. Atk. with 1443 PvE Power and 1110 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/2/lu4	lu4	Active (attack)	129	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 45}, {'class': 'Silver Ranger', 'level': 45}, {'class': 'Phantom Ranger', 'level': 45}]	
24	Burst Shot	skill0024	3	Supplements P. Atk. with 1525 PvE Power and 1173 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/3/lu4	lu4	Active (attack)	132	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 46}, {'class': 'Silver Ranger', 'level': 46}, {'class': 'Phantom Ranger', 'level': 46}]	
24	Burst Shot	skill0024	4	Supplements P. Atk. with 1607 PvE Power and 1236 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/4/lu4	lu4	Active (attack)	136	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 47}, {'class': 'Silver Ranger', 'level': 47}, {'class': 'Phantom Ranger', 'level': 47}]	
24	Burst Shot	skill0024	5	Supplements P. Atk. with 1693 PvE Power and 1302 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/5/lu4	lu4	Active (attack)	140	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 48}, {'class': 'Silver Ranger', 'level': 48}, {'class': 'Phantom Ranger', 'level': 48}]	
24	Burst Shot	skill0024	6	Supplements P. Atk. with 1782 PvE Power and 1371 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/6/lu4	lu4	Active (attack)	144	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 49}, {'class': 'Silver Ranger', 'level': 49}, {'class': 'Phantom Ranger', 'level': 49}]	
24	Burst Shot	skill0024	7	Supplements P. Atk. with 1876 PvE Power and 1443 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/7/lu4	lu4	Active (attack)	148	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 50}, {'class': 'Silver Ranger', 'level': 50}, {'class': 'Phantom Ranger', 'level': 50}]	
24	Burst Shot	skill0024	8	Supplements P. Atk. with 1973 PvE Power and 1518 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/8/lu4	lu4	Active (attack)	148	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 51}, {'class': 'Silver Ranger', 'level': 51}, {'class': 'Phantom Ranger', 'level': 51}]	
24	Burst Shot	skill0024	9	Supplements P. Atk. with 2071 PvE Power and 1593 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/9/lu4	lu4	Active (attack)	152	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 52}, {'class': 'Silver Ranger', 'level': 52}, {'class': 'Phantom Ranger', 'level': 52}]	
24	Burst Shot	skill0024	10	Supplements P. Atk. with 2172 PvE Power and 1671 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/10/lu4	lu4	Active (attack)	155	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 53}, {'class': 'Silver Ranger', 'level': 53}, {'class': 'Phantom Ranger', 'level': 53}]	
24	Burst Shot	skill0024	11	Supplements P. Atk. with 2278 PvE Power and 1752 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/11/lu4	lu4	Active (attack)	159	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 54}, {'class': 'Silver Ranger', 'level': 54}, {'class': 'Phantom Ranger', 'level': 54}]	
24	Burst Shot	skill0024	12	Supplements P. Atk. with 2383 PvE Power and 1833 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/12/lu4	lu4	Active (attack)	163	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 55}, {'class': 'Silver Ranger', 'level': 55}, {'class': 'Phantom Ranger', 'level': 55}]	
24	Burst Shot	skill0024	13	Supplements P. Atk. with 2492 PvE Power and 1917 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/13/lu4	lu4	Active (attack)	167	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 56}, {'class': 'Silver Ranger', 'level': 56}, {'class': 'Phantom Ranger', 'level': 56}]	
24	Burst Shot	skill0024	14	Supplements P. Atk. with 2605 PvE Power and 2004 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/14/lu4	lu4	Active (attack)	171	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 57}, {'class': 'Silver Ranger', 'level': 57}, {'class': 'Phantom Ranger', 'level': 57}]	
24	Burst Shot	skill0024	15	Supplements P. Atk. with 2718 PvE Power and 2091 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/15/lu4	lu4	Active (attack)	174	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 58}, {'class': 'Silver Ranger', 'level': 58}, {'class': 'Phantom Ranger', 'level': 58}]	
24	Burst Shot	skill0024	16	Supplements P. Atk. with 2835 PvE Power and 2181 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/16/lu4	lu4	Active (attack)	178	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 59}, {'class': 'Silver Ranger', 'level': 59}, {'class': 'Phantom Ranger', 'level': 59}]	
24	Burst Shot	skill0024	17	Supplements P. Atk. with 2956 PvE Power and 2274 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/17/lu4	lu4	Active (attack)	182	5.0	True	No Attribute	none	500.0	1000.0	[{'class': 'Hawkeye', 'level': 60}, {'class': 'Silver Ranger', 'level': 60}, {'class': 'Phantom Ranger', 'level': 60}]	
24	Burst Shot	skill0024	18	Supplements P. Atk. with 3077 PvE Power and 2367 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/18/lu4	lu4	Active (attack)	182	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	19	Supplements P. Atk. with 3198 PvE Power and 2460 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/19/lu4	lu4	Active (attack)	186	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	20	Supplements P. Atk. with 3323 PvE Power and 2556 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/20/lu4	lu4	Active (attack)	189	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	21	Supplements P. Atk. with 3452 PvE Power and 2655 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/21/lu4	lu4	Active (attack)	193	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	22	Supplements P. Atk. with 3576 PvE Power and 2751 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/22/lu4	lu4	Active (attack)	196	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	23	Supplements P. Atk. with 3705 PvE Power and 2850 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/23/lu4	lu4	Active (attack)	200	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	24	Supplements P. Atk. with 3838 PvE Power and 2952 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/24/lu4	lu4	Active (attack)	203	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	25	Supplements P. Atk. with 3966 PvE Power and 3051 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/25/lu4	lu4	Active (attack)	206	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	26	Supplements P. Atk. with 4099 PvE Power and 3153 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/26/lu4	lu4	Active (attack)	209	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	27	Supplements P. Atk. with 4228 PvE Power and 3252 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/27/lu4	lu4	Active (attack)	212	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	28	Supplements P. Atk. with 4360 PvE Power and 3354 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/28/lu4	lu4	Active (attack)	215	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	29	Supplements P. Atk. with 4489 PvE Power and 3453 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/29/lu4	lu4	Active (attack)	218	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	30	Supplements P. Atk. with 4622 PvE Power and 3555 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/30/lu4	lu4	Active (attack)	221	5.0	True	No Attribute	none	500.0	1000.0		
24	Burst Shot	skill0024	31	Supplements P. Atk. with 4750 PvE Power and 3654 PvP Power to fire an exploding arrow.	https://mw2.wiki/skill/24-burst-shot/31/lu4	lu4	Active (attack)	224	5.0	True	No Attribute	none	500.0	1000.0		
25	Summon Mechanic Golem	skill0025	1	Summons a mechanical golem that is capable of long-distance cannon attacks.	https://mw2.wiki/skill/25-summon-mechanic-golem/1/lu4	lu4	Active (attack)	49	5.0	True	No Attribute	none			[{'class': 'Artisan', 'level': 28}]	
25	Summon Mechanic Golem	skill0025	2	Summons a mechanical golem that is capable of long-distance cannon attacks.	https://mw2.wiki/skill/25-summon-mechanic-golem/2/lu4	lu4	Active (attack)	62	5.0	True	No Attribute	none			[{'class': 'Artisan', 'level': 36}]	
25	Summon Mechanic Golem	skill0025	3	Summons a mechanical golem that is capable of long-distance cannon attacks.	https://mw2.wiki/skill/25-summon-mechanic-golem/3/lu4	lu4	Active (attack)	75	5.0	True	No Attribute	none			[{'class': 'Warsmith', 'level': 43}]	
25	Summon Mechanic Golem	skill0025	4	Summons a mechanical golem that is capable of long-distance cannon attacks.	https://mw2.wiki/skill/25-summon-mechanic-golem/4/lu4	lu4	Active (attack)	88	5.0	True	No Attribute	none			[{'class': 'Warsmith', 'level': 49}]	
25	Summon Mechanic Golem	skill0025	5	Summons a mechanical golem that is capable of long-distance cannon attacks. Number of Targets: 2.	https://mw2.wiki/skill/25-summon-mechanic-golem/5/lu4	lu4	Active (attack)	100	5.0	True	No Attribute	none			[{'class': 'Warsmith', 'level': 55}]	
25	Summon Mechanic Golem	skill0025	6	Summons a mechanical golem that is capable of long-distance cannon attacks. Number of Targets: 2.	https://mw2.wiki/skill/25-summon-mechanic-golem/6/lu4	lu4	Active (attack)	110	5.0	True	No Attribute	none			[{'class': 'Warsmith', 'level': 60}]	
25	Summon Mechanic Golem	skill0025	7	Summons a mechanical golem that is capable of long-distance cannon attacks. Number of Targets: 2.	https://mw2.wiki/skill/25-summon-mechanic-golem/7/lu4	lu4	Active (attack)	118	5.0	True	No Attribute	none				
25	Summon Mechanic Golem	skill0025	8	Summons a mechanical golem that is capable of long-distance cannon attacks. Number of Targets: 3.	https://mw2.wiki/skill/25-summon-mechanic-golem/8/lu4	lu4	Active (attack)	126	5.0	True	No Attribute	none				
25	Summon Mechanic Golem	skill0025	9	Summons a mechanical golem that is capable of long-distance cannon attacks. Number of Targets: 3.	https://mw2.wiki/skill/25-summon-mechanic-golem/9/lu4	lu4	Active (attack)	133	5.0	True	No Attribute	none				
27	Unlock	skill0027	1	Opens Lv. 1 doors with a 30% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/1/lu4	lu4	Active (attack)	19	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Rogue', 'level': 20}, {'class': 'Elven Scout', 'level': 20}, {'class': 'Assassin', 'level': 20}]	
27	Unlock	skill0027	2	Opens Lv. 1 doors with a 50% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/2/lu4	lu4	Active (attack)	22	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Rogue', 'level': 24}, {'class': 'Elven Scout', 'level': 24}, {'class': 'Assassin', 'level': 24}]	
27	Unlock	skill0027	3	Opens Lv. 1 doors with a 75% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/3/lu4	lu4	Active (attack)	25	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Rogue', 'level': 28}, {'class': 'Elven Scout', 'level': 28}, {'class': 'Assassin', 'level': 28}]	
27	Unlock	skill0027	4	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 5% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/4/lu4	lu4	Active (attack)	28	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Rogue', 'level': 32}, {'class': 'Elven Scout', 'level': 32}, {'class': 'Assassin', 'level': 32}]	
27	Unlock	skill0027	5	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 30% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/5/lu4	lu4	Active (attack)	31	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Rogue', 'level': 36}, {'class': 'Elven Scout', 'level': 36}, {'class': 'Assassin', 'level': 36}]	
27	Unlock	skill0027	6	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 75% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/6/lu4	lu4	Active (attack)	35	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Treasure Hunter', 'level': 40}, {'class': 'Plains Walker', 'level': 40}, {'class': 'Abyss Walker', 'level': 40}]	
27	Unlock	skill0027	7	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 5% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/7/lu4	lu4	Active (attack)	39	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Treasure Hunter', 'level': 43}, {'class': 'Plains Walker', 'level': 43}, {'class': 'Abyss Walker', 'level': 43}]	
27	Unlock	skill0027	8	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 30% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/8/lu4	lu4	Active (attack)	43	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Treasure Hunter', 'level': 46}, {'class': 'Plains Walker', 'level': 46}, {'class': 'Abyss Walker', 'level': 46}]	
27	Unlock	skill0027	9	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 75% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/9/lu4	lu4	Active (attack)	47	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Treasure Hunter', 'level': 52}, {'class': 'Plains Walker', 'level': 52}, {'class': 'Abyss Walker', 'level': 52}]	
27	Unlock	skill0027	10	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 100% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/10/lu4	lu4	Active (attack)	51	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Treasure Hunter', 'level': 55}, {'class': 'Plains Walker', 'level': 55}, {'class': 'Abyss Walker', 'level': 55}]	
27	Unlock	skill0027	11	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 100% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/11/lu4	lu4	Active (attack)	55	30.0	True	No Attribute	none	70.0	400.0	[{'class': 'Treasure Hunter', 'level': 60}, {'class': 'Plains Walker', 'level': 60}, {'class': 'Abyss Walker', 'level': 60}]	
27	Unlock	skill0027	12	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 100% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/12/lu4	lu4	Active (attack)	59	30.0	True	No Attribute	none	70.0	400.0		
27	Unlock	skill0027	13	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 100% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/13/lu4	lu4	Active (attack)	63	30.0	True	No Attribute	none	70.0	400.0		
27	Unlock	skill0027	14	Opens Lv. 1 doors with a 100% chance, Lv. 2 doors with a 100% chance, Lv. 3 doors with a 100% chance. Also opens treasure chests with a 100% chance.	https://mw2.wiki/skill/27-unlock/14/lu4	lu4	Active (attack)	67	30.0	True	No Attribute	none	70.0	400.0		
28	Aggression	skill0028	1	Provokes the target to attack with 3928 Power.	https://mw2.wiki/skill/28-aggression/1/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 20}, {'class': 'Elven Knight', 'level': 20}, {'class': 'Palus Knight', 'level': 20}]	2
28	Aggression	skill0028	2	Provokes the target to attack with 4069 Power.	https://mw2.wiki/skill/28-aggression/2/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 22}, {'class': 'Elven Knight', 'level': 22}, {'class': 'Palus Knight', 'level': 22}]	2
28	Aggression	skill0028	3	Provokes the target to attack with 4213 Power.	https://mw2.wiki/skill/28-aggression/3/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 24}, {'class': 'Elven Knight', 'level': 24}, {'class': 'Palus Knight', 'level': 24}]	2
28	Aggression	skill0028	4	Provokes the target to attack with 4508 Power.	https://mw2.wiki/skill/28-aggression/4/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 26}, {'class': 'Elven Knight', 'level': 26}, {'class': 'Palus Knight', 'level': 26}]	2
28	Aggression	skill0028	5	Provokes the target to attack with 4659 Power.	https://mw2.wiki/skill/28-aggression/5/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 28}, {'class': 'Elven Knight', 'level': 28}, {'class': 'Palus Knight', 'level': 28}]	2
28	Aggression	skill0028	6	Provokes the target to attack with 4814 Power.	https://mw2.wiki/skill/28-aggression/6/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 30}, {'class': 'Elven Knight', 'level': 30}, {'class': 'Palus Knight', 'level': 30}]	2
28	Aggression	skill0028	7	Provokes the target to attack with 5129 Power.	https://mw2.wiki/skill/28-aggression/7/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 32}, {'class': 'Elven Knight', 'level': 32}, {'class': 'Palus Knight', 'level': 32}]	2
28	Aggression	skill0028	8	Provokes the target to attack with 5291 Power.	https://mw2.wiki/skill/28-aggression/8/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 34}, {'class': 'Elven Knight', 'level': 34}, {'class': 'Palus Knight', 'level': 34}]	2
28	Aggression	skill0028	9	Provokes the target to attack with 5453 Power.	https://mw2.wiki/skill/28-aggression/9/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 35}, {'class': 'Elven Knight', 'level': 35}, {'class': 'Palus Knight', 'level': 35}]	2
28	Aggression	skill0028	10	Provokes the target to attack with 5786 Power.	https://mw2.wiki/skill/28-aggression/10/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 36}, {'class': 'Elven Knight', 'level': 36}, {'class': 'Palus Knight', 'level': 36}]	2
28	Aggression	skill0028	11	Provokes the target to attack with 5953 Power.	https://mw2.wiki/skill/28-aggression/11/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 37}, {'class': 'Elven Knight', 'level': 37}, {'class': 'Palus Knight', 'level': 37}]	2
28	Aggression	skill0028	12	Provokes the target to attack with 6124 Power.	https://mw2.wiki/skill/28-aggression/12/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	400.0	900.0	[{'class': 'Knight', 'level': 38}, {'class': 'Elven Knight', 'level': 38}, {'class': 'Palus Knight', 'level': 38}]	2
28	Aggression	skill0028	13	Provokes the target to attack with 6468 Power.	https://mw2.wiki/skill/28-aggression/13/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 40}, {'class': 'Dark Avenger', 'level': 40}, {'class': 'Temple Knight', 'level': 40}, {'class': 'Shillien Knight', 'level': 40}]	3
28	Aggression	skill0028	14	Provokes the target to attack with 6641 Power.	https://mw2.wiki/skill/28-aggression/14/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 41}, {'class': 'Dark Avenger', 'level': 41}, {'class': 'Temple Knight', 'level': 41}, {'class': 'Shillien Knight', 'level': 41}]	3
28	Aggression	skill0028	15	Provokes the target to attack with 6815 Power.	https://mw2.wiki/skill/28-aggression/15/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 42}, {'class': 'Dark Avenger', 'level': 42}, {'class': 'Temple Knight', 'level': 42}, {'class': 'Shillien Knight', 'level': 42}]	3
28	Aggression	skill0028	16	Provokes the target to attack with 6992 Power.	https://mw2.wiki/skill/28-aggression/16/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 43}, {'class': 'Dark Avenger', 'level': 43}, {'class': 'Temple Knight', 'level': 43}, {'class': 'Shillien Knight', 'level': 43}]	3
28	Aggression	skill0028	17	Provokes the target to attack with 7166 Power.	https://mw2.wiki/skill/28-aggression/17/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 44}, {'class': 'Dark Avenger', 'level': 44}, {'class': 'Temple Knight', 'level': 44}, {'class': 'Shillien Knight', 'level': 44}]	3
28	Aggression	skill0028	18	Provokes the target to attack with 7343 Power.	https://mw2.wiki/skill/28-aggression/18/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 45}, {'class': 'Dark Avenger', 'level': 45}, {'class': 'Temple Knight', 'level': 45}, {'class': 'Shillien Knight', 'level': 45}]	3
28	Aggression	skill0028	19	Provokes the target to attack with 7519 Power.	https://mw2.wiki/skill/28-aggression/19/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 46}, {'class': 'Dark Avenger', 'level': 46}, {'class': 'Temple Knight', 'level': 46}, {'class': 'Shillien Knight', 'level': 46}]	3
28	Aggression	skill0028	20	Provokes the target to attack with 7696 Power.	https://mw2.wiki/skill/28-aggression/20/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 47}, {'class': 'Dark Avenger', 'level': 47}, {'class': 'Temple Knight', 'level': 47}, {'class': 'Shillien Knight', 'level': 47}]	3
28	Aggression	skill0028	21	Provokes the target to attack with 7872 Power.	https://mw2.wiki/skill/28-aggression/21/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 48}, {'class': 'Dark Avenger', 'level': 48}, {'class': 'Temple Knight', 'level': 48}, {'class': 'Shillien Knight', 'level': 48}]	3
28	Aggression	skill0028	22	Provokes the target to attack with 8047 Power.	https://mw2.wiki/skill/28-aggression/22/lu4	lu4	Active (attack)	0	6.0	True	No Attribute	none	600.0	1100.0	[{'class': 'Paladin', 'level': 49}, {'class': 'Dark Avenger', 'level': 49}, {'class': 'Temple Knight', 'level': 49}, {'class': 'Shillien Knight', 'level': 49}]	3
