id	name	description	start_npc_id	start_npc_name	start_npc_additional	start_npc_icon	location	level_min	level_max	rewards	steps	chronicle	link
257	The Guard is Busy	Captain Gilbert asks you to eliminate the Orcs and werewolves. Hunt near the Obelisk of Victory - Orcs, Orc Archers, Orc Fighters, Orc Lieutenants, Orc Fighter Leaders, Werewolves, Werewolf Hunters and Werewolf Chieftains.Werewolf's FangNGx999	30039	Gilbert	Captain	skill4416_human	[{"top": 3050.8192090395, "left": 1221.3898305085}]	6	16	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Captain Gilbert asks you to eliminate the Orcs and werewolves. Hunt near the Obelisk of Victory - Orcs, Orc Archers, Orc Fighters, Orc Lieutenants, Orc Fighter Leaders, Werewolves, Werewolf Hunters and Werewolf Chieftains.Werewolf's FangNGx999", "npc": {"id": "257", "name": "Gilbert", "additional": "Captain", "icon": "skill4416_human"}, "item": {"id": "1086", "name": "Werewolf's Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 2, "title": "War with the Primitive Tribe", "description": "Captain Gilbert asks you to eliminate the Orcs and werewolves. Hunt near the Obelisk of Victory - Orcs, Orc Archers, Orc Fighters, Orc Lieutenants, Orc Fighter Leaders, Werewolves, Werewolf Hunters and Werewolf Chieftains.Werewolf's FangNGx999", "npc": null, "item": {"id": "1086", "name": "Werewolf's Fang", "icon": "etc_claw_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/257-the-guard-is-busy/lu4
258	Bring Wolf Pelts	You've collected 30 Wolf Pelts. Take them to Trader Lector so he can make leather armor for the militia.	30001	Lector	Weapon Merchant	skill4416_human	[{"top": 3060.3898305085, "left": 1197.9491525424}]	3	9	[{"name": "Alacrity PotionNG", "icon": "etc_reagent_green_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Lector asks you to collect 30 Wolf Pelts and bring them to him right away. Hunt to the Wolf and Elder Wolf.Wolf PeltNGx30", "npc": {"id": "258", "name": "Lector", "additional": "Weapon Merchant", "icon": "skill4416_human"}, "item": {"id": "702", "name": "Wolf Pelt", "icon": "etc_leather_brown_i00", "grade": "NG"}}, {"number": 2, "title": "Wolf Pelts", "description": "Lector asks you to collect 30 Wolf Pelts and bring them to him right away. Hunt to the Wolf and Elder Wolf.Wolf PeltNGx30", "npc": null, "item": {"id": "702", "name": "Wolf Pelt", "icon": "etc_leather_brown_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Trader Lector", "description": "You've collected 30 Wolf Pelts. Take them to Trader Lector so he can make leather armor for the militia.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/258-bring-wolf-pelts/lu4
259	Rancher's Plea	Edmond and his friend Marius offering rewards to hunters based on the number of Spider's Skins that they bring back. Hunt - Giant Spiders, Blade Spiders and Talon Spiders.Giant Spider's SkinNGx999	30497	Edmond		skill4416_human	[{"top": 2941.8813559322, "left": 1038.0621468927}]	15	21	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Edmond and his friend Marius offering rewards to hunters based on the number of Spider's Skins that they bring back. Hunt - Giant Spiders, Blade Spiders and Talon Spiders.Giant Spider's SkinNGx999", "npc": {"id": "259", "name": "Edmond", "additional": null, "icon": "skill4416_human"}, "item": {"id": "1495", "name": "Giant Spider's Skin", "icon": "etc_leather_gray_i00", "grade": "NG"}}, {"number": 2, "title": "Establish a Ranch!", "description": "Edmond and his friend Marius offering rewards to hunters based on the number of Spider's Skins that they bring back. Hunt - Giant Spiders, Blade Spiders and Talon Spiders.Giant Spider's SkinNGx999", "npc": null, "item": {"id": "1495", "name": "Giant Spider's Skin", "icon": "etc_leather_gray_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/259-ranchers-plea/lu4
260	Orc Hunting	Sentinel Rayen is recruiting warriors to fight the orcs. Hunt near the Elven Village - Kaboo Orc, Kaboo Orc Archer and Kaboo Orc Grunt. Hunt in the Elven Forest - Kaboo Orc Fighter Leader, Kaboo Orc Fighter Lieutenant and Kaboo Orc Fighter.Orc's NecklaceNGx999	30221	Rayen	Sentinel	skill4416_elf	[{"top": 1974.9152542373, "left": 1927.8757062147}]	6	16	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Sentinel Rayen is recruiting warriors to fight the orcs. Hunt near the Elven Village - Kaboo Orc, Kaboo Orc Archer and Kaboo Orc Grunt. Hunt in the Elven Forest - Kaboo Orc Fighter Leader, Kaboo Orc Fighter Lieutenant and Kaboo Orc Fighter.Orc's NecklaceNGx999", "npc": {"id": "260", "name": "Rayen", "additional": "Sentinel", "icon": "skill4416_elf"}, "item": {"id": "1115", "name": "Orc's Necklace", "icon": "accessary_necklace_of_anguish_i00", "grade": "NG"}}, {"number": 2, "title": "Hunt for Kaboo Orcs", "description": "Sentinel Rayen is recruiting warriors to fight the orcs. Hunt near the Elven Village - Kaboo Orc, Kaboo Orc Archer and Kaboo Orc Grunt. Hunt in the Elven Forest - Kaboo Orc Fighter Leader, Kaboo Orc Fighter Lieutenant and Kaboo Orc Fighter.Orc's NecklaceNGx999", "npc": null, "item": {"id": "1115", "name": "Orc's Necklace", "icon": "accessary_necklace_of_anguish_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/260-orc-hunting/lu4
261	Collector's Dream	You have collected legs of giant spiders. Take them to Alshupes to receive your reward.	30222	Alshupes		skill4416_elf	[{"top": 1973.1581920904, "left": 1945.0903954802}]	15	21	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Alshupes is interested in giant spiders. He asks you to bring him legs of Crimson Spiders, Hook Spiders or Pincer Spiders.Giant Spider's LegNGx999", "npc": {"id": "261", "name": "Alshupes", "additional": null, "icon": "skill4416_elf"}, "item": {"id": "1087", "name": "Giant Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 2, "title": "Collect Spider Legs", "description": "Alshupes is interested in giant spiders. He asks you to bring him legs of Crimson Spiders, Hook Spiders or Pincer Spiders.Giant Spider's LegNGx999", "npc": null, "item": {"id": "1087", "name": "Giant Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Alshupes", "description": "You have collected legs of giant spiders. Take them to Alshupes to receive your reward.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/261-collectors-dream/lu4
262	Trade with the Ivory Tower	You have collected 10 spore sacs. Take them to Trader Vollodos in the Dark Elf Village for a reward.	30137	Vollodos	Grocer	skill4416_darkelf	[{"top": 1774.4802259887, "left": 1753.5197740113}]	8	16	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Trader Vollodos offers you a reward if you'll bring him fungus spores. Hunt in the Dark Forest: Green Fungi and Blood Fungi.Spore SacNGx999", "npc": {"id": "262", "name": "Vollodos", "additional": "Grocer", "icon": "skill4416_darkelf"}, "item": {"id": "707", "name": "Spore Sac", "icon": "etc_pouch_yellow_i00", "grade": "NG"}}, {"number": 2, "title": "Spore Fungus", "description": "Trader Vollodos offers you a reward if you'll bring him fungus spores. Hunt in the Dark Forest: Green Fungi and Blood Fungi.Spore SacNGx999", "npc": null, "item": {"id": "707", "name": "Spore Sac", "icon": "etc_pouch_yellow_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Trader Vollodos", "description": "You have collected 10 spore sacs. Take them to Trader Vollodos in the Dark Elf Village for a reward.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/262-trade-with-the-ivory-tower/lu4
263	Orc Subjugation	Defeat the Balor Orcs and bring proof to Sentry Kayleen for a reward. Hunt to Balor Orc Archers, Balor Orc Fighters, Balor Orc Lieutenants and Balor Orc Fighter Leaders.Orc's NecklaceNGx999	30346	Kayleen	Sentry	skill4416_darkelf	[{"top": 1798.4463276836, "left": 1722.9039548023}]	8	16	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Defeat the Balor Orcs and bring proof to Sentry Kayleen for a reward. Hunt to Balor Orc Archers, Balor Orc Fighters, Balor Orc Lieutenants and Balor Orc Fighter Leaders.Orc's NecklaceNGx999", "npc": {"id": "263", "name": "Kayleen", "additional": "Sentry", "icon": "skill4416_darkelf"}, "item": {"id": "1117", "name": "Orc's Necklace", "icon": "accessary_necklace_of_anguish_i00", "grade": "NG"}}, {"number": 2, "title": "Hunt for Balor Orcs", "description": "Defeat the Balor Orcs and bring proof to Sentry Kayleen for a reward. Hunt to Balor Orc Archers, Balor Orc Fighters, Balor Orc Lieutenants and Balor Orc Fighter Leaders.Orc's NecklaceNGx999", "npc": null, "item": {"id": "1117", "name": "Orc's Necklace", "icon": "accessary_necklace_of_anguish_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/263-orc-subjugation/lu4
264	Keen Claws	You've collected 30 wolf claws. Take them to Trader Payne so that he can make the arrows.	30136	Payne	Armor Merchant	skill4416_darkelf	[{"top": 1787.7683615819, "left": 1747.1468926554}]	3	9	[{"name": "Magic Haste PotionNG", "icon": "etc_potion_of_acumen2_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Trader Payne ask collect and bring him 30 Wolf Claws. Hunt Ashen Wolves and Goblins.Wolf ClawNGx30", "npc": {"id": "264", "name": "Payne", "additional": "Armor Merchant", "icon": "skill4416_darkelf"}, "item": {"id": "1367", "name": "Wolf Claw", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 2, "title": "Collect Claws", "description": "Trader Payne ask collect and bring him 30 Wolf Claws. Hunt Ashen Wolves and Goblins.Wolf ClawNGx30", "npc": null, "item": {"id": "1367", "name": "Wolf Claw", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Trader Payne", "description": "You've collected 30 wolf claws. Take them to Trader Payne so that he can make the arrows.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/264-keen-claws/lu4
265	Bonds of Slavery	Go to the Dark Elven Forest and take an imp shackle to Sentry Kristin. Hunt - Imps and Imp Elders.Imp ShacklesNGx999	30357	Kristin	Sentry	skill4416_darkelf	[{"top": 1787.9661016949, "left": 1729.186440678}]	6	11	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Go to the Dark Elven Forest and take an imp shackle to Sentry Kristin. Hunt - Imps and Imp Elders.Imp ShacklesNGx999", "npc": {"id": "265", "name": "Kristin", "additional": "Sentry", "icon": "skill4416_darkelf"}, "item": {"id": "1368", "name": "Imp Shackles", "icon": "accessary_cerberuss_earing_i00", "grade": "NG"}}, {"number": 2, "title": "Imp Shackle", "description": "Go to the Dark Elven Forest and take an imp shackle to Sentry Kristin. Hunt - Imps and Imp Elders.Imp ShacklesNGx999", "npc": null, "item": {"id": "1368", "name": "Imp Shackles", "icon": "accessary_cerberuss_earing_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/265-bonds-of-slavery/lu4
266	Pleas of Pixies	You have collected 40 fangs. Take them to Pixy Murika so that the birds in the Elven Forest can be protected.	31852	Pixy Murika		skill4302	[{"top": 1988.8644067797, "left": 1964.3163841808}]	3	8	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Pixy Murika asks you to collect 40 Predator's Fang. Hunt in the Elven Forest: Young Red Keltirs, Red Keltirs, Elder Red Keltirs and Gray Wolves.Predator's FangNGx40", "npc": {"id": "266", "name": "Pixy Murika", "additional": null, "icon": "skill4302"}, "item": {"id": "1334", "name": "Predator's Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 2, "title": "Collect Fangs", "description": "Pixy Murika asks you to collect 40 Predator's Fang. Hunt in the Elven Forest: Young Red Keltirs, Red Keltirs, Elder Red Keltirs and Gray Wolves.Predator's FangNGx40", "npc": null, "item": {"id": "1334", "name": "Predator's Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Pixy Murika", "description": "You have collected 40 fangs. Take them to Pixy Murika so that the birds in the Elven Forest can be protected.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/266-pleas-of-pixies/lu4
267	Wrath of Verdure	Treant Bremec asks for your help. Defeat the goblins and return the clubs that they stole to Treant Bremec and you shall be rewarded. Hunt the Goblin Raider.Goblin ClubNGx999	31853	Treant Bremec		skill4296	[{"top": 1996.1468926554, "left": 1971.8305084746}]	4	9	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Treant Bremec asks for your help. Defeat the goblins and return the clubs that they stole to Treant Bremec and you shall be rewarded. Hunt the Goblin Raider.Goblin ClubNGx999", "npc": {"id": "267", "name": "Treant Bremec", "additional": null, "icon": "skill4296"}, "item": {"id": "1335", "name": "Goblin Club", "icon": "weapon_club_i00", "grade": "NG"}}, {"number": 2, "title": "Goblin Hunting", "description": "Treant Bremec asks for your help. Defeat the goblins and return the clubs that they stole to Treant Bremec and you shall be rewarded. Hunt the Goblin Raider.Goblin ClubNGx999", "npc": null, "item": {"id": "1335", "name": "Goblin Club", "icon": "weapon_club_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/267-wrath-of-verdure/lu4
268	Traces of Evil	Orc Trader Kunai of the Duda-Mara tribe asks you to obtain some Kasha Spider's Rotten Secretion to use in investigating the cause. Monsters to be hunted: Kasha Spider, Kasha Fang Spider, Kasha Blader Spider.Contaminated Kasha Spider VenomNGx999	30559	Kunai	Armor Merchant	skill4416_orc	[{"top": 1054.395480226, "left": 1437.8305084746}]	15	21	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Orc Trader Kunai of the Duda-Mara tribe asks you to obtain some Kasha Spider's Rotten Secretion to use in investigating the cause. Monsters to be hunted: Kasha Spider, Kasha Fang Spider, Kasha Blader Spider.Contaminated Kasha Spider VenomNGx999", "npc": {"id": "268", "name": "Kunai", "additional": "Armor Merchant", "icon": "skill4416_orc"}, "item": {"id": "10869", "name": "Contaminated Kasha Spider Venom", "icon": "etc_potion_yellow_i00", "grade": "NG"}}, {"number": 2, "title": "Hunting Kasha Spiders", "description": "Orc Trader Kunai of the Duda-Mara tribe asks you to obtain some Kasha Spider's Rotten Secretion to use in investigating the cause. Monsters to be hunted: Kasha Spider, Kasha Fang Spider, Kasha Blader Spider.Contaminated Kasha Spider VenomNGx999", "npc": null, "item": {"id": "10869", "name": "Contaminated Kasha Spider Venom", "icon": "etc_potion_yellow_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/268-traces-of-evil/lu4
271	Proof of Valor	You have taken 30 fangs from the kasha wolves. You have done what it takes to become a brave Orc Fighter. Return to Praetorian Rukain and receive your Proof of Valor.	30577	Rukain	Praetorian	skill4416_orc	[{"top": 1023.2259887006, "left": 1422.8587570621}]	4	8	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Praetorian Rukain believes that those who wish to become Orc Fighters must prove their valor by hunting Kasha Wolves and bringing back 30 Kasha Wolf Fang .Kasha Wolf FangNGx30", "npc": {"id": "271", "name": "Rukain", "additional": "Praetorian", "icon": "skill4416_orc"}, "item": {"id": "1473", "name": "Kasha Wolf Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 2, "title": "Kasha Wolf Fang", "description": "Praetorian Rukain believes that those who wish to become Orc Fighters must prove their valor by hunting Kasha Wolves and bringing back 30 Kasha Wolf Fang .Kasha Wolf FangNGx30", "npc": null, "item": {"id": "1473", "name": "Kasha Wolf Fang", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Praetorian Rukain", "description": "You have taken 30 fangs from the kasha wolves. You have done what it takes to become a brave Orc Fighter. Return to Praetorian Rukain and receive your Proof of Valor.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/271-proof-of-valor/lu4
272	Wrath of Ancestors	Seer Livina asks you to kill the Goblin Grave Robbers and Goblin Tomb Raider Leaders and bring back their heads. You will find them on the Northern Immortal Plateau.Grave Robber's HeadNGx999	30572	Livina	Seer	skill4416_orc	[{"top": 1050.1807909605, "left": 1426.8813559322}]	5	16	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Seer Livina asks you to kill the Goblin Grave Robbers and Goblin Tomb Raider Leaders and bring back their heads. You will find them on the Northern Immortal Plateau.Grave Robber's HeadNGx999", "npc": {"id": "272", "name": "Livina", "additional": "Seer", "icon": "skill4416_orc"}, "item": {"id": "1474", "name": "Grave Robber's Head", "icon": "etc_skull_black_i00", "grade": "NG"}}, {"number": 2, "title": "The Terrible End of a Grave Robber", "description": "Seer Livina asks you to kill the Goblin Grave Robbers and Goblin Tomb Raider Leaders and bring back their heads. You will find them on the Northern Immortal Plateau.Grave Robber's HeadNGx999", "npc": null, "item": {"id": "1474", "name": "Grave Robber's Head", "icon": "etc_skull_black_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/272-wrath-of-ancestors/lu4
273	Invaders of the Holy Land	Atuba Chief Varkees reports that rakeclaw imps have invaded the Immortal Plateau. Hunt in the Valley of Heroes - Rakeclaw Imps and Rakeclaw Imp Hunters. On the northern Immortal Plateau, hunt - Rakeclaw Imp Chieftains.Black SoulstoneNGx999	30566	Varkees	Atuba Chief	skill4416_orc	[{"top": 1041.8700564972, "left": 1421.581920904}]	6	14	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Atuba Chief Varkees reports that rakeclaw imps have invaded the Immortal Plateau. Hunt in the Valley of Heroes - Rakeclaw Imps and Rakeclaw Imp Hunters. On the northern Immortal Plateau, hunt - Rakeclaw Imp Chieftains.Black SoulstoneNGx999", "npc": {"id": "273", "name": "Varkees", "additional": "Atuba Chief", "icon": "skill4416_orc"}, "item": {"id": "1475", "name": "Black Soulstone", "icon": "etc_bead_gold_i00", "grade": "NG"}}, {"number": 2, "title": "Rakeclaw Imp", "description": "Atuba Chief Varkees reports that rakeclaw imps have invaded the Immortal Plateau. Hunt in the Valley of Heroes - Rakeclaw Imps and Rakeclaw Imp Hunters. On the northern Immortal Plateau, hunt - Rakeclaw Imp Chieftains.Black SoulstoneNGx999", "npc": null, "item": {"id": "1475", "name": "Black Soulstone", "icon": "etc_bead_gold_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/273-invaders-of-the-holy-land/lu4
274	Skirmish with the Werewolves	You have collected 40 Maraku werewolf heads. Take them to Prefect Brukurse.	30569	Brukurse	Prefect	skill4416_orc	[{"top": 1037.5028248588, "left": 1426.384180791}]	9	18	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Prefect Brucurs asks you to kill the Maraku Werewolves and return their heads and totems.Maraku Werewolf TotemNGx999", "npc": {"id": "274", "name": "Brukurse", "additional": "Prefect", "icon": "skill4416_orc"}, "item": {"id": "1501", "name": "Maraku Werewolf Totem", "icon": "etc_totem_green_i00", "grade": "NG"}}, {"number": 2, "title": "Blood Relatives' Revenge", "description": "Prefect Brucurs asks you to kill the Maraku Werewolves and return their heads and totems.Maraku Werewolf TotemNGx999", "npc": null, "item": {"id": "1501", "name": "Maraku Werewolf Totem", "icon": "etc_totem_green_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Prefect Brukurse", "description": "You have collected 40 Maraku werewolf heads. Take them to Prefect Brukurse.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/274-skirmish-with-the-werewolves/lu4
275	Dark Winged Spies	You've collected darkwing bat fangs that can be used to stop Varangka's influence. Take them to Neruga Chief Tantus and set up a magic force field that will block Varangka's spell.	30567	Tantus	Neruga Chief	skill4416_orc	[{"top": 1042.6892655367, "left": 1424.7175141243}]	11	15	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Neruga Chief Tantus has asked that you bring back fangs of bats. Hunt in the Northern Immortal Plateau - Darkwing Bats and Varangka's Trackers.Darkwing Bat FangNGx999", "npc": {"id": "275", "name": "Tantus", "additional": "Neruga Chief", "icon": "skill4416_orc"}, "item": {"id": "1478", "name": "Darkwing Bat Fang", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 2, "title": "Varangka's Messenger", "description": "Neruga Chief Tantus has asked that you bring back fangs of bats. Hunt in the Northern Immortal Plateau - Darkwing Bats and Varangka's Trackers.Darkwing Bat FangNGx999", "npc": null, "item": {"id": "1478", "name": "Darkwing Bat Fang", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Neruga Chief Tantus", "description": "You've collected darkwing bat fangs that can be used to stop Varangka's influence. Take them to Neruga Chief Tantus and set up a magic force field that will block Varangka's spell.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/275-dark-winged-spies/lu4
276	Totem of the Hestui	You've obtained the crystals of the Kasha bear totem spirits! Take them to Seer Tanapi.	30571	Tanapi	Seer	skill4416_orc	[{"top": 1049.7231638418, "left": 1426.8870056497}]	15	21	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Seer Tanapi asks you to kill the possessed gray bears and put their souls to rest. Hunt in the Northern Immortal Plateau: Kasha Bears and Kasha Bear Totem Spirits.Kasha CrystalNGx999", "npc": {"id": "276", "name": "Tanapi", "additional": "Seer", "icon": "skill4416_orc"}, "item": {"id": "1481", "name": "Kasha Crystal", "icon": "etc_crystal_green_i00", "grade": "NG"}}, {"number": 2, "title": "Purification of the Grizzlies", "description": "Seer Tanapi asks you to kill the possessed gray bears and put their souls to rest. Hunt in the Northern Immortal Plateau: Kasha Bears and Kasha Bear Totem Spirits.Kasha CrystalNGx999", "npc": null, "item": {"id": "1481", "name": "Kasha Crystal", "icon": "etc_crystal_green_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Seer Tanapi", "description": "You've obtained the crystals of the Kasha bear totem spirits! Take them to Seer Tanapi.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/276-totem-of-the-hestui/lu4
277	Gatekeeper's Offering	You've collected 20 Starstones by knocking down Greystone Golem. Bring them to Gatekeeper Tamil and have a new ritual ceremony.	30576	Tamil	Gatekeeper	skill4416_orc	[{"top": 1050.3389830508, "left": 1430.2711864407}]	15	21	[{"name": "Gatekeeper CharmNG", "icon": "etc_totem_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Gatekeeper Tamil says that in order to complete his teleport magic, he needs the aid of the totem spirit of the spider. To get this, he must make regular offerings. He asks you to collect 20 starstones from the Greystone Golems. He will reward you with a token for a free teleportation to Gludin.StarstoneNGx20", "npc": {"id": "277", "name": "Tamil", "additional": "Gatekeeper", "icon": "skill4416_orc"}, "item": {"id": "1572", "name": "Starstone", "icon": "etc_crystal_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Collect Starstones", "description": "Gatekeeper Tamil says that in order to complete his teleport magic, he needs the aid of the totem spirit of the spider. To get this, he must make regular offerings. He asks you to collect 20 starstones from the Greystone Golems. He will reward you with a token for a free teleportation to Gludin.StarstoneNGx20", "npc": null, "item": {"id": "1572", "name": "Starstone", "icon": "etc_crystal_blue_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Gatekeeper Tamil", "description": "You've collected 20 Starstones by knocking down Greystone Golem. Bring them to Gatekeeper Tamil and have a new ritual ceremony.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/277-gatekeepers-offering/lu4
291	Revenge of the Redbonnet	As Maryse Redbonnet requested, you've hunted wolves and collected 30 wolf pelts. Take them to her.	30553	Maryse Redbonnet		skill4416_dwarf	[{"top": 648.74011299435, "left": 2346.1807909605}]	4	8	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Maryse Redbonnet asks that you hunt the Black Wolves around the village, gather their pelts and bring them back to her. For every 30 pelts she will give you a reward.Black Wolf PeltNGx999", "npc": {"id": "291", "name": "Maryse Redbonnet", "additional": null, "icon": "skill4416_dwarf"}, "item": {"id": "1482", "name": "Black Wolf Pelt", "icon": "etc_leather_gray_i00", "grade": "NG"}}, {"number": 2, "title": "Maryse's Anger", "description": "Maryse Redbonnet asks that you hunt the Black Wolves around the village, gather their pelts and bring them back to her. For every 30 pelts she will give you a reward.Black Wolf PeltNGx999", "npc": null, "item": {"id": "1482", "name": "Black Wolf Pelt", "icon": "etc_leather_gray_i00", "grade": "NG"}}, {"number": 3, "title": "Maryse's Revenge", "description": "As Maryse Redbonnet requested, you've hunted wolves and collected 30 wolf pelts. Take them to her.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/291-revenge-of-the-redbonnet/lu4
292	Brigands Sweep	When you re-assemble the pieces of the memo, you see that it's a contract between the Silver Scale Guild and a bandit. Elder Spiron of the Golden Wheel Guild and Balanki of the Silver Scale Guild would both find this very interesting... Or you could continue to hunt... Hunt the goblin snoopers, goblin brigands, goblin brigand lieutenants, goblin brigand leaders and the goblin lord.Suspicious ContractNGx999	30532	Spiron	Golden Wheel's	skill4416_dwarf	[{"top": 677.85875706215, "left": 2342.4406779661}]	5	18	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Elder Spiron asks you to purge goblins from the mountains. Hunt - Goblin Snoopers, Goblin Brigands, Goblin Brigand Lieutenants, Goblin Brigand Leaders and the Goblin Lord.Suspicious ContractNGx999", "npc": {"id": "292", "name": "Spiron", "additional": "Golden Wheel's", "icon": "skill4416_dwarf"}, "item": {"id": "1487", "name": "Suspicious Contract", "icon": "etc_letter_white_i00", "grade": "NG"}}, {"number": 2, "title": "Goblin Hunting", "description": "Elder Spiron asks you to purge goblins from the mountains. Hunt - Goblin Snoopers, Goblin Brigands, Goblin Brigand Lieutenants, Goblin Brigand Leaders and the Goblin Lord.Suspicious ContractNGx999", "npc": null, "item": {"id": "1487", "name": "Suspicious Contract", "icon": "etc_letter_white_i00", "grade": "NG"}}, {"number": 3, "title": "Suspicious Contract", "description": "When you re-assemble the pieces of the memo, you see that it's a contract between the Silver Scale Guild and a bandit. Elder Spiron of the Golden Wheel Guild and Balanki of the Silver Scale Guild would both find this very interesting... Or you could continue to hunt... Hunt the goblin snoopers, goblin brigands, goblin brigand lieutenants, goblin brigand leaders and the goblin lord.Suspicious ContractNGx999", "npc": null, "item": {"id": "1487", "name": "Suspicious Contract", "icon": "etc_letter_white_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/292-brigands-sweep/lu4
