id	name	grade	description	price_npc	weight	olympiad_usable	restrictions	required_items	craft_level	mp_consumption	result_item_name	result_item_grade	result_item_id	result_item_link	result_quantity	chance_of_success	drop_list	spoil_list
4982	Recipe: Blue Wolf Gaiters (60%)	NG	["For Dwarves only.", "The recipe for the Blue Wolf Gaiters.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	20100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4982", "name": "Recipe: Blue Wolf Gaiters (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4982-recipe-blue-wolf-gaiters-60/lu4"}, {"id": "4080", "name": "Blue Wolf Gaiters Material", "icon": "etc_leather_gray_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4080-blue-wolf-gaiters-material/lu4"}, {"id": "1892", "name": "Blacksmith's Frame", "icon": "etc_blacksmiths_frame_i00", "grade": "NG", "quantity": "2", "link": "https://wiki.mw2.wiki/item/1892-blacksmiths-frame/lu4"}, {"id": "1890", "name": "Mithril Alloy", "icon": "etc_lump_white_i00", "grade": "NG", "quantity": "24", "link": "https://wiki.mw2.wiki/item/1890-mithril-alloy/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "16", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "20", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "12", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Blue Wolf Gaiters	B	2380	https://wiki.mw2.wiki/item/2380-blue-wolf-gaiters/lu4		60	[{"npc": {"id": "20624", "name": "Cave Howler", "level": 62}, "amount": "1", "chance": 0.07764}, {"npc": {"id": "20973", "name": "Forgotten Ancient People", "level": 77}, "amount": "1", "chance": 0.13453347}]	[{"npc": {"id": "20813", "name": "Crendion", "level": 62}, "amount": "1", "chance": 2.1348}]
4983	Recipe: Doom Plate Armor (60%)	NG	["For Dwarves only.", "The recipe for a Doom Plate Armor.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	47100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4983", "name": "Recipe: Doom Plate Armor (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4983-recipe-doom-plate-armor-60/lu4"}, {"id": "4081", "name": "Doom Plate Armor Temper", "icon": "etc_lump_white_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4081-doom-plate-armor-temper/lu4"}, {"id": "1892", "name": "Blacksmith's Frame", "icon": "etc_blacksmiths_frame_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1892-blacksmiths-frame/lu4"}, {"id": "1890", "name": "Mithril Alloy", "icon": "etc_lump_white_i00", "grade": "NG", "quantity": "45", "link": "https://wiki.mw2.wiki/item/1890-mithril-alloy/lu4"}, {"id": "1887", "name": "Varnish of Purity", "icon": "etc_potion_clear_i00", "grade": "NG", "quantity": "15", "link": "https://wiki.mw2.wiki/item/1887-varnish-of-purity/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "60", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "31", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Doom Plate Armor	B	2381	https://wiki.mw2.wiki/item/2381-doom-plate-armor/lu4		60	[{"npc": {"id": "20624", "name": "Cave Howler", "level": 62}, "amount": "1", "chance": 0.048525}, {"npc": {"id": "21008", "name": "Doom Archer", "level": 62}, "amount": "1", "chance": 0.03357185}]	[{"npc": {"id": "21008", "name": "Doom Archer", "level": 62}, "amount": "1", "chance": 0.5305}]
4984	Recipe: Blue Wolf Leather Armor (60%)	NG	["For Dwarves only.", "The recipe for a Blue Wolf Leather Armor.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	35300	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4984", "name": "Recipe: Blue Wolf Leather Armor (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4984-recipe-blue-wolf-leather-armor-60/lu4"}, {"id": "4082", "name": "Blue Wolf Leather Armor Texture", "icon": "etc_leather_gray_i00", "grade": "NG", "quantity": "12", "link": "https://wiki.mw2.wiki/item/4082-blue-wolf-leather-armor-texture/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "100", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1895", "name": "Metallic Fiber", "icon": "etc_metallic_fiber_i00", "grade": "NG", "quantity": "50", "link": "https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4"}, {"id": "1889", "name": "Compound Braid", "icon": "etc_compound_braid_i00", "grade": "NG", "quantity": "25", "link": "https://wiki.mw2.wiki/item/1889-compound-braid/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "25", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "48", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "22", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Blue Wolf Leather Armor	B	2391	https://wiki.mw2.wiki/item/2391-blue-wolf-leather-armor/lu4		60	[{"npc": {"id": "20963", "name": "Bloody Lord", "level": 68}, "amount": "1", "chance": 0.02500926}, {"npc": {"id": "21072", "name": "Platinum Guardian Chief", "level": 75}, "amount": "1", "chance": 0.12948414}, {"npc": {"id": "20626", "name": "Maluk Berserker", "level": 63}, "amount": "1", "chance": 0.04495}]	[{"npc": {"id": "20815", "name": "Hound Dog of Hallate", "level": 63}, "amount": "1", "chance": 1.7414}]
4985	Recipe: Leather Armor of Doom (60%)	NG	["For Dwarves only.", "The recipe for a Leather Armor of Doom.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	35300	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4985", "name": "Recipe: Leather Armor of Doom (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4985-recipe-leather-armor-of-doom-60/lu4"}, {"id": "4083", "name": "Leather Armor of Doom Design", "icon": "etc_pouch_brown_i00", "grade": "NG", "quantity": "12", "link": "https://wiki.mw2.wiki/item/4083-leather-armor-of-doom-design/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "100", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1895", "name": "Metallic Fiber", "icon": "etc_metallic_fiber_i00", "grade": "NG", "quantity": "50", "link": "https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4"}, {"id": "1889", "name": "Compound Braid", "icon": "etc_compound_braid_i00", "grade": "NG", "quantity": "25", "link": "https://wiki.mw2.wiki/item/1889-compound-braid/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "25", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "48", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "22", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Leather Armor of Doom	B	2392	https://wiki.mw2.wiki/item/2392-leather-armor-of-doom/lu4		60	[{"npc": {"id": "20980", "name": "Hallate's Follower Mul", "level": 68}, "amount": "1", "chance": 0.10824707}, {"npc": {"id": "21081", "name": "Power Angel Amon", "level": 75}, "amount": "1", "chance": 0.12879546}, {"npc": {"id": "20626", "name": "Maluk Berserker", "level": 63}, "amount": "1", "chance": 0.04495}]	[]
4986	Recipe: Blue Wolf Tunic (60%)	NG	["For Dwarves only.", "The recipe for a Blue Wolf Tunic.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	24100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4986", "name": "Recipe: Blue Wolf Tunic (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4986-recipe-blue-wolf-tunic-60/lu4"}, {"id": "4084", "name": "Blue Wolf Tunic Fabric", "icon": "etc_leather_gray_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4084-blue-wolf-tunic-fabric/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "64", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1895", "name": "Metallic Fiber", "icon": "etc_metallic_fiber_i00", "grade": "NG", "quantity": "32", "link": "https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "32", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "32", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "14", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Blue Wolf Tunic	B	2398	https://wiki.mw2.wiki/item/2398-blue-wolf-tunic/lu4		60	[{"npc": {"id": "20625", "name": "Maluk Knight", "level": 62}, "amount": "1", "chance": 0.05966}]	[]
4987	Recipe: Tunic of Doom (60%)	NG	["For Dwarves only.", "The recipe for a Tunic of Doom.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	24100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4987", "name": "Recipe: Tunic of Doom (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4987-recipe-tunic-of-doom-60/lu4"}, {"id": "4085", "name": "Tunic of Doom Pattern", "icon": "etc_letter_red_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4085-tunic-of-doom-pattern/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "64", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1895", "name": "Metallic Fiber", "icon": "etc_metallic_fiber_i00", "grade": "NG", "quantity": "32", "link": "https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "32", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "32", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "14", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Tunic of Doom	B	2399	https://wiki.mw2.wiki/item/2399-tunic-of-doom/lu4		60	[{"npc": {"id": "21116", "name": "Hames Orc Overlord", "level": 75}, "amount": "1", "chance": 0.0770276}, {"npc": {"id": "20625", "name": "Maluk Knight", "level": 62}, "amount": "1", "chance": 0.05966}]	[{"npc": {"id": "20956", "name": "Past Knight", "level": 64}, "amount": "1", "chance": 1.21215}]
4988	Recipe: Blue Wolf Stockings (60%)	NG	["For Dwarves only.", "The recipe for the Blue Wolf stockings.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	15100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4988", "name": "Recipe: Blue Wolf Stockings (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4988-recipe-blue-wolf-stockings-60/lu4"}, {"id": "4086", "name": "Blue Wolf Stockings Pattern", "icon": "etc_letter_red_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4086-blue-wolf-stockings-pattern/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1895", "name": "Metallic Fiber", "icon": "etc_metallic_fiber_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "18", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "8", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Blue Wolf Stockings	B	2403	https://wiki.mw2.wiki/item/2403-blue-wolf-stockings/lu4		60	[{"npc": {"id": "18007", "name": "Limal Karinness", "level": 69}, "amount": "1", "chance": 0.17828615}, {"npc": {"id": "21441", "name": "Heathen Grunt", "level": 63}, "amount": "1", "chance": 0.12187485}, {"npc": {"id": "20625", "name": "Maluk Knight", "level": 62}, "amount": "1", "chance": 0.08949}]	[]
4989	Recipe: Stockings of Doom (60%)	NG	["For Dwarves only.", "The recipe for Stockings of Doom.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	15100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4989", "name": "Recipe: Stockings of Doom (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4989-recipe-stockings-of-doom-60/lu4"}, {"id": "4087", "name": "Stockings of Doom Pattern", "icon": "etc_letter_red_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4087-stockings-of-doom-pattern/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1895", "name": "Metallic Fiber", "icon": "etc_metallic_fiber_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "30", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "18", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "8", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Stockings of Doom	B	2404	https://wiki.mw2.wiki/item/2404-stockings-of-doom/lu4		60	[{"npc": {"id": "20655", "name": "Lesser Giant Shooter", "level": 63}, "amount": "1", "chance": 0.10522429}, {"npc": {"id": "20625", "name": "Maluk Knight", "level": 62}, "amount": "1", "chance": 0.08949}]	[]
4990	Recipe: Blue Wolf Helmet (60%)	NG	["For Dwarves only.", "The recipe for a Blue Wolf Helmet.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	12100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4990", "name": "Recipe: Blue Wolf Helmet (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4990-recipe-blue-wolf-helmet-60/lu4"}, {"id": "4088", "name": "Blue Wolf Helmet Design", "icon": "etc_pouch_brown_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4088-blue-wolf-helmet-design/lu4"}, {"id": "1892", "name": "Blacksmith's Frame", "icon": "etc_blacksmiths_frame_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1892-blacksmiths-frame/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "40", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "14", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "7", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Blue Wolf Helmet	B	2416	https://wiki.mw2.wiki/item/2416-blue-wolf-helmet/lu4		60	[{"npc": {"id": "20623", "name": "Plando", "level": 61}, "amount": "1", "chance": 0.0906}, {"npc": {"id": "20656", "name": "Lesser Giant Scout", "level": 63}, "amount": "1", "chance": 0.18988897}, {"npc": {"id": "20827", "name": "Platinum Tribe Warrior", "level": 69}, "amount": "1", "chance": 0.28475981}, {"npc": {"id": "20954", "name": "Hungered Corpse", "level": 60}, "amount": "1", "chance": 0.058008}]	[]
4991	Recipe: Doom Helmet (60%)	NG	["For Dwarves only.", "The recipe for a Doom Helmet.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	12100	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4991", "name": "Recipe: Doom Helmet (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4991-recipe-doom-helmet-60/lu4"}, {"id": "4089", "name": "Doom Helmet Pattern", "icon": "etc_letter_red_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4089-doom-helmet-pattern/lu4"}, {"id": "1892", "name": "Blacksmith's Frame", "icon": "etc_blacksmiths_frame_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1892-blacksmiths-frame/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "40", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "14", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "7", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Doom Helmet	B	2417	https://wiki.mw2.wiki/item/2417-doom-helmet/lu4		60	[{"npc": {"id": "20623", "name": "Plando", "level": 61}, "amount": "1", "chance": 0.0906}, {"npc": {"id": "20672", "name": "Trives", "level": 63}, "amount": "1", "chance": 0.06748964}]	[]
4992	Recipe: Sealed Blue Wolf Boots (60%)	NG	["For Dwarves only.", "The recipe for the sealed Blue Wolf Boots.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	8040	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4992", "name": "Recipe: Sealed Blue Wolf Boots (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4992-recipe-sealed-blue-wolf-boots-60/lu4"}, {"id": "4090", "name": "Sealed Blue Wolf Boots Design", "icon": "etc_pouch_brown_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4090-sealed-blue-wolf-boots-design/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "32", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1885", "name": "High-Grade Suede", "icon": "etc_pouch_yellow_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1885-high-grade-suede/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "8", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Sealed Blue Wolf Boots	B	2439	https://wiki.mw2.wiki/item/2439-sealed-blue-wolf-boots/lu4		60	[{"npc": {"id": "21002", "name": "Doom Scout", "level": 56}, "amount": "1", "chance": 0.08958859}, {"npc": {"id": "20627", "name": "Maluk Lord", "level": 63}, "amount": "1", "chance": 0.13475}]	[]
4993	Recipe: Sealed Doom Gloves (60%)	NG	["For Dwarves only.", "The recipe for the Sealed Doom Gloves.", "Requires Create Item - Skill Level 7 (Warsmith Lv. 55).", "The success rate is 60%."]	8040	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "4993", "name": "Recipe: Sealed Doom Gloves (60%)", "icon": "etc_recipe_red_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/4993-recipe-sealed-doom-gloves-60/lu4"}, {"id": "4091", "name": "Sealed Doom Gloves Part", "icon": "etc_plate_silver_i00", "grade": "NG", "quantity": "13", "link": "https://wiki.mw2.wiki/item/4091-sealed-doom-gloves-part/lu4"}, {"id": "1894", "name": "Crafted Leather", "icon": "etc_crafted_leather_i00", "grade": "NG", "quantity": "32", "link": "https://wiki.mw2.wiki/item/1894-crafted-leather/lu4"}, {"id": "1885", "name": "High-Grade Suede", "icon": "etc_pouch_yellow_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1885-high-grade-suede/lu4"}, {"id": "4043", "name": "Asofe", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/4043-asofe/lu4"}, {"id": "1460", "name": "Crystal (B-Grade)", "icon": "etc_crystal_red_i00", "grade": "B", "quantity": "8", "link": "https://wiki.mw2.wiki/item/1460-crystal-b-grade/lu4"}, {"id": "2132", "name": "Gemstone B", "icon": "etc_bead_green_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/2132-gemstone-b/lu4"}, {"id": "57", "name": "Adena", "icon": "etc_adena_i00", "grade": "NG", "quantity": "100.000", "link": "https://wiki.mw2.wiki/item/57-adena/lu4"}]	7	183	Sealed Doom Gloves	B	2475	https://wiki.mw2.wiki/item/2475-sealed-doom-gloves/lu4		60	[{"npc": {"id": "21003", "name": "Grave Lich", "level": 57}, "amount": "1", "chance": 0.06387139}, {"npc": {"id": "20628", "name": "Limal Karinness", "level": 64}, "amount": "1", "chance": 0.156}]	[]
